user,created_time,tweet_id,user_follcount,user_following,retweet,favourite,has_media,message
revlamarche,Fri Oct 07 03:33:45 +0000 2016,784235237811236864,432,636,0,0,has_no_media,The truth- we are ruining the Eden given to us  We must accept that #HurricaneMatthew is related to #climatechange #extremeweather is here
justanotherbobu,Fri Oct 07 03:33:00 +0000 2016,784235048442527745,49,111,0,0,has_no_media,Debate moderators @andersoncooper &amp; @MarthaRaddatz: Ask the candidates about their #climatechange plans this Sunday! #Debates2016
kat3638,Fri Oct 07 03:31:54 +0000 2016,784234770926411777,2592,2243,0,0,has_no_media,You Should Be Able to Buy Stock in This Climate Friendly Beer - Insurance Journal #climatechange  #beer #coffee  https://t.co/lfJZr2G4Mq
ArcticPreserve,Fri Oct 07 03:31:48 +0000 2016,784234745429233664,319,565,3,1,has_no_media,#ClimateChange gets a boost in the air! #Aviation industry agrees deal to cut #CO2 emissions https://t.co/8w8t766o5F
YossiGestetner,Fri Oct 07 03:30:22 +0000 2016,784234383624527876,7637,7,0,0,has_no_media,Why are #climatechange sceptics arguing that #HurricaneMatthew does not have 140 MPH winds? 90 MPH winds will do enough damage.
Spartoneos,Fri Oct 07 03:30:11 +0000 2016,784234340968456196,7,22,0,0,has_no_media,30 minutes left to go lets see if @pitbull #ClimateChange does come out October 7th if not looks like October28th
LeonReport,Fri Oct 07 03:30:10 +0000 2016,784234336031641600,81,533,0,0,has_no_media,Hillary blames #HurricaneMatthew on #climatechange; says #Trump 'unfit' to protect USA from 'climate change threat' https://t.co/oyBwtBzldv
kentkristensen1,Fri Oct 07 03:29:44 +0000 2016,784234227969748992,54717,54617,10,15,has_photo,~♡ Climate change ♡~  #cambioclimatico #climatechange wake up dear friends 💔 🐼🐾🐳🐧🕊 Protect our kids planet  🐧💦 💔 🕊🐼 https://t.co/ISuTqlw8RV
AverageMerica,Fri Oct 07 03:29:13 +0000 2016,784234095241027584,95,333,0,0,has_no_media,Don't FRACK Your VOTE #HillaryClinton Is A Gassy SCIENCE DENIER  #Millennial #GreenRevolution VOTE @DrJillStein… https://t.co/5GSIx9gHFv
AzadehTajdar,Fri Oct 07 03:29:08 +0000 2016,784234074626023424,636,465,1,3,has_no_media,First #farm to grow #veg in a desert using only sun and seawater #socent #design #solar #climatechange  https://t.co/VyIM4anua3
bcinu2,Fri Oct 07 03:29:05 +0000 2016,784234064161153024,3,17,0,0,has_no_media,Debate moderators @andersoncooper &amp; @MarthaRaddatz: Ask the candidates about their #climatechange plans this Sunday! #Debates2016
ErinFound,Fri Oct 07 03:28:32 +0000 2016,784233922133565440,1496,2965,1,0,has_no_media,Nobody disagrees #ClimateChange happens! We R being lied to so that a few can profit from a lie about CO2 effect! https://t.co/N1bcH2GKqG
DesisDumpTrump,Fri Oct 07 03:27:10 +0000 2016,784233579836428289,1,19,0,0,has_no_media,Debate moderators @andersoncooper &amp; @MarthaRaddatz: Ask the candidates about their #climatechange plans this Sunday! #Debates2016
ieswideopen,Fri Oct 07 03:26:58 +0000 2016,784233529043406848,382,365,1,1,has_no_media,Saskatchewan reduces greenhouse gases by duct taping Brad Wall's mouth shut. https://t.co/ysOxH755Im #cdnpoli #RWNJ #climatechange
HandyAndyOh,Fri Oct 07 03:26:50 +0000 2016,784233495870763008,2117,2074,0,0,has_no_media,Hey @algore Stop wishing #hurricaneMatthew makes a New Orleans out of Jacksonville! #climatechange piss off.  #GlobalWarming losers.
MyCabman,Fri Oct 07 03:26:43 +0000 2016,784233467781447680,1417,708,0,0,has_no_media,#ASISAbuja2016 AgriFoodAid: Interesting article: How #ClimateChange is fueling a food Crisis in #Kenya  #Uganda  &amp;… https://t.co/ivtVIimDld
RogerFreedman,Fri Oct 07 03:26:34 +0000 2016,784233429638324224,852,722,0,0,has_no_media,Indeed. #climatechange #climatescience #climate #ScienceEducation https://t.co/ZB50nAKl9H
KatherineHJones,Fri Oct 07 03:26:29 +0000 2016,784233408708739072,132,578,0,0,has_no_media,"urban warming was associated with an estimated 12% loss of carbon sequestration" - LA Times #climatechange #GHG  https://t.co/ZdRcdgO1rv
wfaye1,Fri Oct 07 03:24:39 +0000 2016,784232946915999745,11,35,0,0,has_no_media,Debate moderators @andersoncooper &amp; @MarthaRaddatz: Ask the candidates about their #climatechange plans this Sunday! #Debates2016
Penthos,Fri Oct 07 03:23:50 +0000 2016,784232740753399809,288,532,0,0,has_no_media,@billmckibben how about #terrorforming because that's what #Globalwarming aka #Climatechange really is.
bretthagey,Fri Oct 07 03:23:48 +0000 2016,784232734864633856,336,352,0,0,has_no_media,Beer Company Develops Edible #SixPack Rings That Feed  Rather Than Kill  #MarineLife #climatechange #ecology #oceana https://t.co/Lx4Jn83wzE
HeyDrWilson,Fri Oct 07 03:23:34 +0000 2016,784232676161122304,3951,3174,0,0,has_no_media,@SpeakerRyan It would also help 2 get folks in your party 2 stop attempting to discredit #climatechange in the midd… https://t.co/ziFcxFQQIe
demTX,Fri Oct 07 03:23:33 +0000 2016,784232669211013120,1662,2457,0,0,has_no_media,Debate moderators @andersoncooper &amp; @MarthaRaddatz: Ask the candidates about their #climatechange plans this Sunday! #Debates2016
dgendvil,Fri Oct 07 03:22:56 +0000 2016,784232516412510209,1590,4396,0,0,has_no_media,Debate moderators @andersoncooper &amp; @MarthaRaddatz: Ask the candidates about their #climatechange plans this Sunday! #Debates2016
billbills,Fri Oct 07 03:22:53 +0000 2016,784232500579237888,433,574,0,0,has_no_media,#Paris #ClimateTreaty to Take Effect in November. #COP21 #ClimateChange #UnitedNations #👍🏽Earth  https://t.co/1NYvd6k1q2
HUGAFLOWER,Fri Oct 07 03:22:23 +0000 2016,784232377451028480,254,1059,0,0,has_no_media,“Hurricane Matthew is super strong — because of climate change” by @climateprogress https://t.co/h3qq2iXrDW #climatechange #climateemergency
CryptMatrix,Fri Oct 07 03:22:02 +0000 2016,784232288917872640,217,339,0,0,has_no_media,#HurricaneMatthew hasn't even made landfall and she makes a political attack about #ClimateChange. #ClimateTaxes https://t.co/Wtuvg4fjns
Piers_Corbyn,Fri Oct 07 03:20:52 +0000 2016,784231993664008192,12216,9448,2,3,has_no_media,#Hilary #deranged #MentallyUnwell #ClimateChange #warmista #Hurricane #Matthew #PackOfLies FACT… https://t.co/NHA3xcKPXh
DJBCKWLD,Fri Oct 07 03:20:32 +0000 2016,784231910620921856,101,297,1,1,has_no_media,So psyched to have some music as a part of the new Total Jump Live app! Learn more at https://t.co/xpzVcff445… https://t.co/XlPhn8saAl
ghosttown14,Fri Oct 07 03:20:25 +0000 2016,784231881256624128,2091,1369,0,0,has_no_media,America may have all the weaponry in the world but you still cant #FCUK with the #weather #FogOfWar #DDay #chemtrails #Karma #ClimateChange
kukybau,Fri Oct 07 03:20:12 +0000 2016,784231826772615168,27,64,0,0,has_no_media,Debate moderators @andersoncooper &amp; @MarthaRaddatz: Ask the candidates about their #climatechange plans this Sunday! #Debates2016
kbal3259,Fri Oct 07 03:20:00 +0000 2016,784231775967084544,150,482,1,1,has_no_media,#climatechange but trump says no such thing.HES SO WRONG !!!#NEVERTRUMP WE NEED POTUS THAT BELIEVES IT!! https://t.co/90XM69bCkZ
danieltroppy,Fri Oct 07 03:18:41 +0000 2016,784231445824991232,995,454,0,0,has_no_media,Get Ready To Howl: #MattDrudge hurricane theory takes conspiracies to a dangerous level https://t.co/pVQJakguMg #climatechange
ErinFound,Fri Oct 07 03:18:40 +0000 2016,784231442083483652,1496,2965,2,0,has_no_media,To staunchly follow #ClimateChange zealots in lockstep #Ideology will only destroy CANADA! That is all! #EnviroScam  https://t.co/cVm3PzLbF2
JohnFurrToronto,Fri Oct 07 03:18:35 +0000 2016,784231418004058112,3981,3566,0,0,has_no_media,Florida alone likely has 10 000 homeless... bet no buses are evacuating them from path of #HuricaneMatthew… https://t.co/vZlsFBWIht
aireguru,Fri Oct 07 03:17:53 +0000 2016,784231243604865024,596,1446,0,0,has_no_media,Opportunity: Climate Change Risk and Vulnerability Fellowship: Ocean Leadership ~The… https://t.co/22IMjQtWNf… https://t.co/sK439P8noH
PeggyStuart,Fri Oct 07 03:17:41 +0000 2016,784231192891490304,8716,9258,0,1,has_no_media,.@RayofHopeNov8 Oooooh  I'm scared! (I'm almost 74. The only thing that scares me is #ClimateChange ). ROFL. You're so full of S#$%T!
VinceintheBay,Fri Oct 07 03:17:39 +0000 2016,784231185773764608,19266,9989,1,2,has_no_media,You can be a #climatechange denier and still error on the side of caution by evacuating when hurricane warning is issued. #HurricaneMatthew
Annie_Weishaar,Fri Oct 07 03:17:34 +0000 2016,784231162935906304,333,403,0,2,has_no_media,Praying for the world. #ClimateChange
Reid_CO,Fri Oct 07 03:17:26 +0000 2016,784231131843473408,3511,3650,0,0,has_no_media,Conservative Republicans really distrust climate scientists (Graphic) https://t.co/J7GcHjoVYS #ClimateChange #GlobalWarmingIsFact
rogerlsimon,Fri Oct 07 03:17:01 +0000 2016,784231025895313410,25613,8057,4,2,has_no_media,SCIENCE NITWIT @HillaryClinton - who flunked the bar - blames first Fla hurricane in 10 years on #climatechange.  https://t.co/eRO8sX4Hjc
MarshaMarshaKy,Fri Oct 07 03:16:46 +0000 2016,784230964792877056,256,282,0,0,has_no_media,#ClimateChange #HillaryClinton Both scams and frauds perpetrated on the American people
GrrrGraphics,Fri Oct 07 03:16:24 +0000 2016,784230872446742528,35449,2761,37,52,has_no_media,#HillaryClinton Blames #HurricaneMatthew on #ClimateChange  Taking lessons from #ALGore? Super-cereal at… https://t.co/MKZSAz6zyX
EvinCAnderson,Fri Oct 07 03:16:15 +0000 2016,784230830902304768,1267,2642,0,1,has_no_media,How climate change is linked to Hurricane Matthew via @democracynow https://t.co/VfXSp9IxPA #HurricaneMatthew… https://t.co/sLJw9d4Vud
melianob,Fri Oct 07 03:16:12 +0000 2016,784230820068282369,66,149,0,1,has_no_media,If you don't believe in #climatechange you are Effing crazy! It's a week into OCTOBER and a category 4 hurricane is headed towards #Florida!
kttk234567,Fri Oct 07 03:16:08 +0000 2016,784230804549500928,8834,1941,0,0,has_no_media,#HillaryClinton blames Hurricane on #climatechange  https://t.co/HgEcfEZvc8 #tcot #uniteblue #hillarycollapses… https://t.co/dAWbx9WjJc
Samosata,Fri Oct 07 03:15:59 +0000 2016,784230764858646528,589,686,0,0,has_no_media,#Hillary will take on #climatechange &amp; make the US a clean energy superpower:  https://t.co/PbgcUarJQJ #climate #ImWithHer #StrongerTogether
bentzminger,Fri Oct 07 03:15:41 +0000 2016,784230690116149248,2307,2572,0,0,has_no_media,A Milestone for Carbon Dioxide in the Atmosphere https://t.co/PZFWRdHpkl via @nytimes | 😢#p2 #tcot #UniteBlue #climatechange
TalentsMomMLG,Fri Oct 07 03:15:01 +0000 2016,784230522646134784,6396,6688,1,1,has_no_media,.#ClimateChange is BEING Created by Liberals thru #GeoEngineering to "prevent it"  via EPA USAF #HAARP NASA  Also u… https://t.co/Jp39eyA3O0
Michael_E_Gold,Fri Oct 07 03:14:20 +0000 2016,784230351879020544,363,259,0,0,has_no_media,Landmark Paris #ClimateChange Pact to Take Effect in 30 Days https://t.co/0C5K4Kl99Y 來自 @LiveScience
RakKeefe,Fri Oct 07 03:14:11 +0000 2016,784230311949369344,3,64,0,0,has_no_media,Debate moderators @andersoncooper &amp; @MarthaRaddatz: Ask the candidates about their #climatechange plans this Sunday! #Debates2016
Trumpocrats,Fri Oct 07 03:13:53 +0000 2016,784230238293229568,1816,2323,3,3,has_no_media,#Communist OWN #climatechange Intelligent people OWN #ClimateFraud #Trumpocrats 4 #TrumpsAmerica @realDonaldTrump https://t.co/gKd5UnEpYn
350orbust1,Fri Oct 07 03:13:49 +0000 2016,784230219746045952,1399,1514,0,0,has_no_media,@TEN_GOP She wld be better to focus anger on those politicians who hve blocked action on #climatechange. #ImLookingAtYouGOP #PutAPriceOnIt
CornellBiolabs,Fri Oct 07 03:13:48 +0000 2016,784230214155046912,171,209,0,0,has_no_media,Students @CornellBiolabs are #enthusiastic about the in-lecture #climatechange #summit. @m_g_carrizales leads   the… https://t.co/TVBnMrNvbI
JacketNation,Fri Oct 07 03:13:10 +0000 2016,784230057367703553,2036,2102,0,1,has_no_media,The last time a hurricane made landfall in Florida was the same year @YouTube was founded. Now that's some  #climatechange #Mathew
NC_24,Fri Oct 07 03:12:41 +0000 2016,784229933371367425,2168,2805,0,1,has_no_media,@climatecancel Another #climateChange #GlobalWarming or whatever they call it.. #LIAR Just like #TimFlannery
BBenthall,Fri Oct 07 03:12:34 +0000 2016,784229906980798464,67,107,0,0,has_no_media,Debate moderators @andersoncooper &amp; @MarthaRaddatz: Ask the candidates about their #climatechange plans this Sunday! #Debates2016
mphrost,Fri Oct 07 03:11:28 +0000 2016,784229628881702912,55,324,0,0,has_no_media,You've always known it to be true  it's funny  yet concerning. #climatechange https://t.co/psdgAJSxdY
billbills,Fri Oct 07 03:11:15 +0000 2016,784229576398475264,433,574,0,0,has_no_media,As cities get warmer  their #trees lose some of their ability to take #carbon out of the atmosphere. #ClimateChange  https://t.co/OrM8ezvfUz
PEDA_Int,Fri Oct 07 03:10:36 +0000 2016,784229409599451136,402,451,0,0,has_no_media,The latest The climate change Daily! https://t.co/icaLPMQPr4 Thanks to @OurHorizonOrg @Marplesmarbles @Katjato #climatechange #climate
65_sandalwood,Fri Oct 07 03:10:33 +0000 2016,784229398157287424,129,367,0,0,has_no_media,@DRUDGE_REPORT because until the past 8 years the US has never had hurricanes. There has to be serious $$ behind "#ClimateChange.
commonmolly,Fri Oct 07 03:10:20 +0000 2016,784229345107832833,269,103,0,0,has_no_media,#climatechange No country on Earth is taking the 2 degree climate target seriously https://t.co/iuUq7gJY7g via @voxdotcom @focussouth
ghosttown14,Fri Oct 07 03:10:15 +0000 2016,784229322093633536,2091,1369,0,0,has_no_media,To all the "conspiracy theorists" #HurricaneMatthew is not a #FalseFlag  #ClimateChange #MotherNature #TakeCover
LawrenceReid08,Fri Oct 07 03:10:01 +0000 2016,784229266149875712,1357,1458,0,0,has_no_media,Slight change in atmosphere in Africa=hurricanes in USA 2wks later. Is this the Oct surprise? #climatechange @PrisonPlanet @RealAlexJones
nhoffman775,Fri Oct 07 03:09:36 +0000 2016,784229158272454656,5,14,0,0,has_no_media,Debate moderators @andersoncooper &amp; @MarthaRaddatz: Ask the candidates about their #climatechange plans this Sunday! #Debates2016
The_Real_Fly,Fri Oct 07 03:08:51 +0000 2016,784228971500212224,28045,1776,2,7,has_no_media,This is Florida's first serious hurricane in 11 years #climatechange
ibc_fn,Fri Oct 07 03:08:51 +0000 2016,784228969679822852,3025,10,1,0,has_no_media,This is Florida's first serious hurricane in 11 years #climatechange
jupiter896,Fri Oct 07 03:08:44 +0000 2016,784228939812175872,9533,8249,6,6,has_no_media,A Sweeping Global #ClimateChange Agreement was Ratified on Wednesday https://t.co/Dx0h7WGAkO #ParisAgreement… https://t.co/JhuUjShz98
janeb80,Fri Oct 07 03:08:12 +0000 2016,784228805648887808,896,1933,0,0,has_no_media,ask candidates about #climatechange  at #PresDebate this Sunday https://t.co/RGTkqwGtdO  #ClimateQuestion
216YoungTO,Fri Oct 07 03:08:11 +0000 2016,784228800808808449,406,737,0,0,has_no_media,#climatechange is FA real folks keep playing around Talkin bout it ain't....🙏 To the extreme #Twitterbees 🐝✌
ByteChomper,Fri Oct 07 03:08:05 +0000 2016,784228778515968000,1243,1366,0,0,has_no_media,Renowned Meteorologist @HillaryClinton Blames Hurricane Matthew on #ClimateChange  #MAGA #TrumpPence16 #Election2016 https://t.co/WeGLHqjGFT
bankaust,Fri Oct 07 03:08:01 +0000 2016,784228762200186880,3141,1031,0,1,has_photo,5 changes you can make to tackle #climatechange https://t.co/Wvc56UF3s8 @1millionwomen @AYCC #Divest https://t.co/tbGmrZWGpO
thefolksathome,Fri Oct 07 03:07:56 +0000 2016,784228738305142786,528,737,0,0,has_no_media,Hey  this #climatechange was brought up in 2000 elections. We have come along way.....NOT https://t.co/ZbSm9NSlPh
MbusyaKusima,Fri Oct 07 03:07:24 +0000 2016,784228604431466500,8,61,0,0,has_no_media,#PrayForFlorida real effect of #climate #climatechange people from all walks of need to do something on this.
KristineQ930,Fri Oct 07 03:07:10 +0000 2016,784228548462649344,1343,2752,0,1,has_video,NBC Reporter: Carbon Taxes Will Stop Hurricanes #climatechange hmmm coal has less chemicals than nuclear #obamalies  https://t.co/7CwJAmvuzR
2Tor0811,Fri Oct 07 03:06:44 +0000 2016,784228437695266816,145,720,0,1,has_no_media,It’s time for our leaders to stop talking about #climatechange &amp; start solving it. Agree? Take the #RealityPledge: https://t.co/I4geY6LNKm
MichaelMBandy,Fri Oct 07 03:06:11 +0000 2016,784228301149577216,6210,5725,0,0,has_no_media,@jimfleming315 @nytimes Rick #Scott probably thinks #ClimateChange had nothing to do with Hurricane #Matthew.
ElyOutfitters,Fri Oct 07 03:05:34 +0000 2016,784228145683501058,270,255,0,0,has_no_media,@CNN #climatechange induced. Where's the discussion?
justanotherbobu,Fri Oct 07 03:05:17 +0000 2016,784228074007035904,49,111,0,0,has_no_media,Tell @ABC &amp; @CNN to ask candidates about #climatechange at #PresDebate this Sunday. https://t.co/BiQ2M2plSa #ClimateQuestion
MixedGuy4,Fri Oct 07 03:04:37 +0000 2016,784227904314023936,104,193,0,0,has_no_media,In pictures: #HurricaneMatthew  hits Haiti and Cuba. #climatechange @earth  - https://t.co/YHT9Km142g
marksjn,Fri Oct 07 03:04:36 +0000 2016,784227899146641409,119,514,0,0,has_no_media,Would 'planetary ruin' work as well? #climatechange https://t.co/VqzUZ8PK7J
deprairie,Fri Oct 07 03:04:19 +0000 2016,784227828568956928,875,2049,0,1,has_no_media,More #GlobalWarming will cause massive #carbon release from #Indonesia #peatlands https://t.co/fpxoRuOTOd #ClimateChange #peat #emissions
PrometheusLaw,Fri Oct 07 03:04:11 +0000 2016,784227795501277184,410,279,0,0,has_photo,grist: Most Americans care about #climatechange but don’t talk about it. Why? https://t.co/m39y4FUaRj https://t.co/VycWIZxd4g
SidSeven777,Fri Oct 07 03:03:52 +0000 2016,784227715960365056,1033,1644,0,0,has_no_media,It’s time for our leaders to stop talking about #climatechange &amp; start solving it. Agree? Take the... https://t.co/ncCuwMRuZv
Conservative220,Fri Oct 07 03:03:35 +0000 2016,784227646209130496,2860,3122,1,4,has_no_media,#GlobalWarming and #ClimateChange are lunacy. They are political tools to enslave the planet and destroy… https://t.co/GClhM9NuJ1
punneo_s,Fri Oct 07 03:02:56 +0000 2016,784227483533008896,378,1742,0,0,has_no_media,Debate moderators @andersoncooper &amp; @MarthaRaddatz: Ask the candidates about their #climatechange plans this Sunday! #Debates2016
AndrewJNell,Fri Oct 07 03:02:50 +0000 2016,784227458232889346,87,34,0,0,has_no_media,Over 190 Countries Adopt Plan to Offset Air Travel Emissions #climatechange #ParisAgreement https://t.co/3C7gMFTjaO
grasso_14,Fri Oct 07 03:02:26 +0000 2016,784227355967578112,165,810,0,0,has_no_media,Tell @ABC &amp; @CNN to ask candidates about #climatechange at #PresDebate this Sunday. https://t.co/g5zGXU5aCH #ClimateQuestion
AASM_Aus,Fri Oct 07 03:01:40 +0000 2016,784227163864047616,548,132,0,0,has_photo,Today is a monumental day in the fight against #climatechange. https://t.co/NbgN92lxU4 https://t.co/4xb3DEq0WU
stickywkt,Fri Oct 07 03:01:23 +0000 2016,784227092783169536,7,7,0,0,has_no_media,.@realDonaldTrump needs to take down the Chinese for blowing the hoax #HurricaneMatthew our way. #climatechange is real folks. #dumptrump
BillPosy,Fri Oct 07 03:01:17 +0000 2016,784227066438967297,9,7,0,0,has_no_media,Debate moderators @andersoncooper &amp; @MarthaRaddatz: Ask the candidates about their #climatechange plans this Sunday! #Debates2016
Psenapati,Fri Oct 07 03:01:02 +0000 2016,784227001351757824,2138,4865,0,1,has_no_media,World continues to suffer from #climatechange #HurricaneMatthew https://t.co/9NA0J6ha7I
grist,Fri Oct 07 03:00:50 +0000 2016,784226952144101376,202505,2075,7,5,has_photo,Most Americans care about #climatechange but don’t talk about it. Why? https://t.co/j78HG4ORGi https://t.co/384RSIROYy
SocialGoodAU,Fri Oct 07 03:00:49 +0000 2016,784226948537016320,2076,4992,0,0,has_no_media,Paris climate deal: Time for #Australia to step up https://t.co/LfY9BXvp7b #climatechange #climateaction #NoPlanetB #globalgoals #2040NowAU
StephenHui,Fri Oct 07 03:00:44 +0000 2016,784226929482182660,9619,5462,0,0,has_no_media,Trudeau’s $10 carbon price ‘floor’ makes history | @tvo  https://t.co/yJpiYCk7AB @Go2CleanBreak #cdnpoli #ParisAgreement #climatechange
RnfrstAlliance,Fri Oct 07 03:00:41 +0000 2016,784226916672962561,152034,9472,10,6,has_no_media,Despite being the "face of #climatechange " Inuit haven't had a voice in shaping Canadian #climate policy: https://t.co/5M0EOpj9Na @CBCNews
JoonWannTimes,Fri Oct 07 03:00:28 +0000 2016,784226861916250112,1258,575,0,1,has_no_media,#Climatechange could mean end to piles of smelly #seaweed on WA’s south west beaches says @EdithCowanUni research… https://t.co/XZmevTK3OV
SidSeven777,Fri Oct 07 03:00:24 +0000 2016,784226843968741376,1033,1644,0,0,has_no_media,It’s time for our leaders to stop talking about #climatechange &amp; start solving it. Agree? Take the #RealityPledge: https://t.co/v3gKmLNKLZ
ISBedu,Fri Oct 07 03:00:04 +0000 2016,784226759151460352,45283,298,0,1,has_no_media,#ISBInsight Responses to #climatechange must occur in the context of policy systems and political relations https://t.co/7n94Khy3sa
NorthCoastTimes,Fri Oct 07 03:00:00 +0000 2016,784226744735637504,677,398,1,0,has_no_media,#Climatechange could mean end to piles of smelly #seaweed on WA’s south west beaches says @EdithCowanUni research… https://t.co/6xNWbfMFWz
