Tweet permalink,Tweet text,time,impressions,engagements,engagement rate,retweets,replies,likes,total,user profile clicks,url clicks,hashtag clicks,detail expands,permalink clicks,app opens,app installs,follows,email tweet,dial phone,media clicks,media engagement
https://twitter.com/SydScienceFest/status/698405269152362496,*groan* https://t.co/wchlqWcWLF,2016-02-13 07:16 +0000,715,53,0.074125874,4,0,2,6,0,0,0,2,0,0,0,0,0,0,45,45
https://twitter.com/SydScienceFest/status/633192074355957760,DK: There's a 6 part answer to this conundrum actually  and in the end is just a clever example of a colour illusion #ssf15,2015-08-17 08:22 +0000,83,6,0.072289157,0,0,0,,2,0,0,4,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/632857429013696513,@ScienceAlert Thanks for the FB shoutout!,2015-08-16 10:12 +0000,28,2,0.071428571,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/631742184132206592,Periodic bingo! Because lets be honest  you might never hear half the elements unless in some bingo theme game. http://t.co/y5T2QtQrBd,2015-08-13 08:20 +0000,70,5,0.071428571,0,0,0,,0,1,0,0,0,0,0,0,0,4,0,0
https://twitter.com/SydScienceFest/status/669819649677225984,Li-fi  internet 100 times faster than Wi-fi  arrives in the real world | via @sciencealert https://t.co/q2coUOdEoG https://t.co/aDjuKMjljQ,2015-11-26 10:07 +0000,141,10,0.070921986,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,9
https://twitter.com/SydScienceFest/status/631753315567599616,Dr  Maggie Adern-Pocock on stage (with her daughter) being interviewed by Ruben! http://t.co/gHSHNvRwH3,2015-08-13 09:05 +0000,85,6,0.070588235,0,0,1,,1,0,0,3,0,0,0,0,0,1,0,0
https://twitter.com/SydScienceFest/status/710365727522312192,@red7r Hi Max  thanks for reaching out. Can you please email us at sydneysciencefestival[at]maas[dot]museum? Thanks :),2016-03-17 07:22 +0000,43,3,0.069767442,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/689010120148258817,Three LEDs and a motor make the coolest light ball you'll see today https://t.co/rnRRhGBZLV https://t.co/yOQoy6RnA7,2016-01-18 09:03 +0000,145,10,0.068965517,0,0,1,1,0,6,0,0,0,0,0,0,0,0,3,3
https://twitter.com/SydScienceFest/status/633940478015090688,Alright  so guests tonight are David Singh  Dr Samantha Solon-Biet  @bijlarchitect and @FrBower  #sydsciencefest #kindathinky,2015-08-19 09:56 +0000,153,10,0.065359477,0,0,1,,1,0,1,7,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/634291606007492608,That's INCREDIBLE.  I can't even find my shoes  and they found a spacecraft in the middle of space using math. #sydsciencefest,2015-08-20 09:11 +0000,63,4,0.063492063,0,0,0,,0,0,0,4,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/633939518576422913,@davevagg @KindaThinky Very nice @Vaklajos,2015-08-19 09:52 +0000,79,5,0.063291139,0,0,0,,3,0,0,2,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/631997576724656128,MP shows her students this photo and asks spot the scientist. And people go for the white  men #ssf15 http://t.co/FWL2ZSNoBY,2015-08-14 01:15 +0000,191,12,0.062827225,1,0,1,,0,3,0,1,0,0,0,0,0,6,0,0
https://twitter.com/SydScienceFest/status/667187601221152769,We asked @lisaharveysmith how well she knows her ska bands. (We may have misunderstood her area of expertise) https://t.co/B5MY38FDDk,2015-11-19 03:48 +0000,846,53,0.062647754,5,1,4,10,2,15,0,23,0,0,0,0,0,0,3,3
https://twitter.com/SydScienceFest/status/724498223038140416,Free (that's right FREE!) programming workshops for the littlies put on by @CodeClubAus | https://t.co/oegRpCjG5x https://t.co/JDVrsz3Lm1,2016-04-25 07:20 +0000,495,31,0.062626263,2,0,4,6,0,8,0,16,0,0,0,1,0,0,0,0
https://twitter.com/SydScienceFest/status/632109214542860288,KS gives us a quick little intro on Einstein  who actually wanted to be a teacher #ssf15,2015-08-14 08:39 +0000,65,4,0.061538462,0,0,0,,1,0,1,2,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/696849285678309376,Most of our universe is missing! A talk on dark matter by @lisaharveysmith &amp; Tamara Davis | https://t.co/hvdyG5eDb5 https://t.co/WLhj3axH9a,2016-02-09 00:13 +0000,1069,64,0.059869036,2,0,2,4,4,16,0,39,0,0,0,0,0,0,1,1
https://twitter.com/SydScienceFest/status/632849763612758016,I mean  just look at this turnout #ssf15 http://t.co/Y9QPe5zP2M,2015-08-16 09:41 +0000,106,6,0.056603774,0,0,0,,1,4,0,0,0,0,0,0,0,1,0,0
https://twitter.com/SydScienceFest/status/699492489829486592,Makers! Marrickville has a huge new Maker Space open to the public | via @concreteplay https://t.co/e7DFWJotTd https://t.co/idqks8mYBT,2016-02-16 07:16 +0000,182,10,0.054945055,0,0,1,1,0,8,0,0,0,0,0,0,0,0,1,1
https://twitter.com/SydScienceFest/status/634960408764280832,.@josiendebie vs. @phatmattbaker up now! #sydsciencefest,2015-08-22 05:28 +0000,56,3,0.053571429,0,0,1,,0,0,0,1,0,0,1,0,0,0,0,0
https://twitter.com/SydScienceFest/status/634277647502151680,Holmes' talk starts very soon  and we will be able to find out what a comet smells like! #sydsciencefest,2015-08-20 08:15 +0000,56,3,0.053571429,0,0,1,,0,0,0,2,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/670109042812051456,ICYMI  Adam from Mythbusters built a bomb out of screaming ducks and it's as gloriously weird as you'd expect https://t.co/EpAJ906XCj,2015-11-27 05:17 +0000,112,6,0.053571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6
https://twitter.com/SydScienceFest/status/712886669079363584,Mathematical Translations | via @SMBCComics https://t.co/giW0exVLq1,2016-03-24 06:20 +0000,168,9,0.053571429,0,0,0,0,0,2,0,2,0,0,0,0,0,0,5,5
https://twitter.com/SydScienceFest/status/690671317574623232,Spiders! Films! Science! Oh my! Check out this film screening at @AustMus in February | https://t.co/qFCSc3mkck https://t.co/WRwcRGcRN6,2016-01-22 23:04 +0000,402,21,0.052238806,2,0,4,6,0,5,0,5,0,0,0,1,0,0,4,4
https://twitter.com/SydScienceFest/status/672916814905626625,Too much TV as a young adult may impair midlife cognitive function  which explains a lot #thinkingishard https://t.co/uWcja6CPRW,2015-12-04 23:14 +0000,59,3,0.050847458,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/631735660320194560,Just about to kick off the evening and open the doors! #sydsciencefest officially started,2015-08-13 07:54 +0000,60,3,0.05,0,0,1,,0,0,1,1,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/702029137255464960,Tomorrow! @lisaharveysmith and Tamara Davis give a light talk on Dark Matter | @newscientist https://t.co/hvdyG5eDb5 https://t.co/nxfCCNhTVo,2016-02-23 07:16 +0000,203,10,0.049261084,1,1,1,3,0,3,0,2,0,0,0,0,0,0,2,2
https://twitter.com/SydScienceFest/status/674457778400964608,60% chance of Killbot Hellscape? I like those odds... | via @xkcdComic https://t.co/c2NcBnzUwp,2015-12-09 05:17 +0000,163,8,0.049079755,1,0,1,2,0,1,0,0,0,0,0,0,0,0,5,5
https://twitter.com/SydScienceFest/status/633947968375132160,It's freaky the difference in composition of garbage in different contexts #sydsciencefest #kindathinky,2015-08-19 10:25 +0000,82,4,0.048780488,0,0,0,,1,0,0,3,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/696955695363710976,via @fosslien https://t.co/7qK7aaZ0Pa,2016-02-09 07:16 +0000,845,41,0.04852071,4,0,6,10,0,5,0,6,0,0,0,0,0,0,20,20
https://twitter.com/SydScienceFest/status/632100436468629504,Playing some casual tunes before the crowds roll in #ssf15 http://t.co/camffAprhf,2015-08-14 08:04 +0000,62,3,0.048387097,0,0,0,,0,1,0,0,0,0,0,0,0,2,0,0
https://twitter.com/SydScienceFest/status/633190377311199232,Dr Karl is now OFFICIALLY starting his talk and as anyone who knows how fast &amp; enthusiastically he talks  I'll do my best to tweet! #ssf15,2015-08-17 08:15 +0000,125,6,0.048,1,0,1,,1,0,1,2,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/702391600962478080,Euahlayi Astronomy parallels with Einstein's space-time theory |  https://t.co/SEDxP4mbI9 https://t.co/YJwnY9YZhj,2016-02-24 07:16 +0000,125,6,0.048,0,0,1,1,0,3,0,0,0,0,0,0,0,0,2,2
https://twitter.com/SydScienceFest/status/700941967480455168,via @xkcdComic https://t.co/YBECVcwi4y,2016-02-20 07:16 +0000,125,6,0.048,0,0,1,1,0,0,0,0,0,0,0,0,0,0,5,5
https://twitter.com/SydScienceFest/status/632723469612879873,A whole family getting into computing! So great to see young kids excited about STEM #ssf15 @MakerFaireSYD @Intelanz http://t.co/k9bhDSq4ql,2015-08-16 01:20 +0000,733,35,0.047748977,4,0,3,,1,3,0,19,0,0,0,0,0,5,0,0
https://twitter.com/SydScienceFest/status/674820113493794816,Thank you @fakescience for bringing this terrible condition to our attention https://t.co/NqparZ5iol,2015-12-10 05:17 +0000,273,13,0.047619048,1,0,0,1,0,1,0,0,0,0,0,0,0,0,11,11
https://twitter.com/SydScienceFest/status/635320883762954242,Space Jam Full house with 4 astronomers: Vanessa Moss  Lucyna Chudczer  @AstroKatie and @astropixie #sydsciencefest http://t.co/o8TAu203NE,2015-08-23 05:21 +0000,2425,115,0.04742268,5,0,5,,13,11,0,56,0,0,0,0,0,25,0,0
https://twitter.com/SydScienceFest/status/665384127999295488,Packed house at @maasmuseum for Science Says  presented by @TheSciNation https://t.co/2u1ul7vTJF,2015-11-14 04:21 +0000,449,21,0.046770601,2,0,4,6,5,5,0,4,0,0,0,0,0,0,1,1
https://twitter.com/SydScienceFest/status/674037692351557633,Never date a physicist | Saturday Morning Breakfast Cereal #smbc https://t.co/QdgJYfPWsG https://t.co/0i6RMtMChm,2015-12-08 01:28 +0000,108,5,0.046296296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
https://twitter.com/SydScienceFest/status/634291411337236480,This meant that when it was time to switch it back on  they had to CALCULATE where it would be in space #sydsciencefest,2015-08-20 09:10 +0000,65,3,0.046153846,0,0,0,,0,0,0,3,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/633830087616434176,Opening by @equity_UTS  addressing the disappearance of women in STEM somewhere between HDR and full-time careers #sydsciencefest,2015-08-19 02:37 +0000,65,3,0.046153846,0,0,1,,1,0,0,1,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/669094877184065538,Looking for a casual night of science chats? Rejoice! @nerdnitesyd is on in Surry Hills in December: https://t.co/X7XA9K8BxO,2015-11-24 10:07 +0000,307,14,0.045602606,1,0,1,2,4,1,0,4,0,0,0,1,0,0,2,2
https://twitter.com/SydScienceFest/status/633548008852885504,The UTS forum starts in half an hour  with Dr Maurizio Labbate and Dr Rachael Murrihy. #sydsciencefest,2015-08-18 07:56 +0000,66,3,0.045454545,0,0,1,,0,0,0,2,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/633473049514237952,.@Cmdr_Hadfield is with us tonight for #sydsciencefest.  Listen to a chat he had with @RNDrive yesterday http://t.co/j9wGhZtPC8,2015-08-18 02:58 +0000,176,8,0.045454545,1,0,1,,2,2,0,2,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/698767637422215168,A map of the world's scientific collaborations | https://t.co/ZLFqMdFyQG https://t.co/oOhC8T0HOo,2016-02-14 07:16 +0000,269,12,0.044609665,1,0,4,5,0,2,0,0,0,0,0,0,0,0,5,5
https://twitter.com/SydScienceFest/status/632763615771127808,Still packed  as @MakerFaireSYD finishes up it's second day at #ssf15 http://t.co/tJEjZj66NO,2015-08-16 03:59 +0000,90,4,0.044444444,0,1,0,,0,1,0,1,0,0,0,0,0,1,0,0
https://twitter.com/SydScienceFest/status/704123204457992193,One week left to be part of the 2016 Sydney Science Festival! Applications close 7 March at https://t.co/MMj8D7yyTh https://t.co/dakNObtOvL,2016-02-29 01:57 +0000,225,10,0.044444444,3,0,3,6,0,2,0,1,0,0,0,0,0,0,1,1
https://twitter.com/SydScienceFest/status/702647455805022208,Science Teachers! Sign up for @CSIRO_ATNF's Astronomy course at the Parkes Observatory | https://t.co/vIkNUzWxUn https://t.co/E6Y61q1glE,2016-02-25 00:13 +0000,618,27,0.04368932,6,0,6,12,2,5,0,5,0,0,0,1,0,0,2,2
https://twitter.com/SydScienceFest/status/633875339358310400,@BiancaNogrady Creepy...but EXCITING!,2015-08-19 05:37 +0000,46,2,0.043478261,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/692996422740893696,Ready to be mesmerised AND use up your internet? Check out this high-res gif of one day on Earth  from 35 000km away https://t.co/Xn3qQf2uPO,2016-01-29 09:03 +0000,69,3,0.043478261,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/701560398298947586,We had so much fun at last year's Science Festival! Two weeks left to apply for this year: https://t.co/MMj8D7QahR https://t.co/T9aNg1XLV7,2016-02-22 00:13 +0000,508,22,0.043307087,6,0,4,10,1,2,0,0,0,0,0,0,0,0,38,9
https://twitter.com/SydScienceFest/status/632839485332389888,Everyone for #ssf15 tonight is just getting ready for @swfoto with a casual pre-show view. No biggie. http://t.co/Vwt5EBoJIY,2015-08-16 09:01 +0000,257,11,0.042801556,1,0,1,,2,1,2,3,0,0,0,0,0,1,0,0
https://twitter.com/SydScienceFest/status/701666751617048576,This 3D printed sundial also shows the digital time. WHAT. https://t.co/XxSzELY54R,2016-02-22 07:16 +0000,234,10,0.042735043,2,0,2,4,0,0,0,2,0,0,0,0,0,0,14,4
https://twitter.com/SydScienceFest/status/689221746554236928,Titanosaurus: scientists unearth biggest dinosaur of all time. OF ALL TIME | via @guardian https://t.co/fddesXPD4K https://t.co/hZPuQyWvPR,2016-01-18 23:04 +0000,2408,101,0.041943522,24,1,14,39,1,32,0,8,0,0,0,1,0,0,20,20
https://twitter.com/SydScienceFest/status/724733505876463616,Science Fiction meets Science Fact @maasmuseum next month with @adelaidesean &amp; @stargazer | https://t.co/DHv5EhUMRw https://t.co/8NbFaODPMx,2016-04-25 22:55 +0000,191,8,0.041884817,0,0,3,3,1,4,0,0,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/631246154416525313,Get as excited about science as this guy  because our events officially start tomorrow! #sydsciencefest http://t.co/a049nivgta,2015-08-11 23:29 +0000,407,17,0.041769042,2,0,0,,1,0,1,0,0,0,0,0,0,13,0,0
https://twitter.com/SydScienceFest/status/632111619921711105,.@KenSilburn is soaring through so many scientific topics tonight; already covered memory  balance and electricity! #ssf15,2015-08-14 08:48 +0000,72,3,0.041666667,0,0,1,,0,0,0,2,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/631772442898231296,Don't forget to check out all our great events coming up! #ssf15 http://t.co/9uTnMNXlLa,2015-08-13 10:21 +0000,386,16,0.041450777,3,0,4,,2,3,1,3,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/634967832120266752,.@phatmattbaker with his rhyming debate for population control #sydsciencefest http://t.co/Q5WBusSwed,2015-08-22 05:58 +0000,388,16,0.041237113,3,0,3,,2,0,0,7,0,0,0,0,0,1,0,0
https://twitter.com/SydScienceFest/status/701197915302326272,Brian Greene is coming to Sydney to unravel some mysteries around string theory |@thinkincAU https://t.co/WjLsL1gX9f https://t.co/tqcssvGnuz,2016-02-21 00:13 +0000,770,31,0.04025974,4,0,4,8,1,12,0,7,1,0,0,0,0,0,2,2
https://twitter.com/SydScienceFest/status/632390832197230592,Check out the amazing work Lucy Charlotte did for our programs this year! https://t.co/SltMAThoBo http://t.co/GeWMJVRcos,2015-08-15 03:18 +0000,75,3,0.04,0,0,0,,0,1,0,0,0,0,0,0,0,2,0,0
https://twitter.com/SydScienceFest/status/634290719847522304,WH: There was a point where the craft got so far away from the sun  that it couldn't get enough energy #sydsciencefest,2015-08-20 09:07 +0000,51,2,0.039215686,0,0,0,,0,0,0,2,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/633183538007773184,For the #ssf15 talk tonight on a sustainable Sydney and renewable energy  follow @GSAForum  https://t.co/WiT4392gPl,2015-08-17 07:48 +0000,153,6,0.039215686,1,0,1,,1,1,1,1,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/708818008920076288,@valarie_austin Hi Valerie  design is absolutely an important part of science communication. Do you have specific feedback on our design? :),2016-03-13 00:52 +0000,80,3,0.0375,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/699385990113292288,The Conversation Machine: Sydney Uni's @njenfield gives a talk on our ability to talk |https://t.co/V92SoOlipQ https://t.co/maSIFXrIy4,2016-02-16 00:13 +0000,510,19,0.037254902,2,0,1,3,2,5,0,8,0,0,0,0,0,0,1,1
https://twitter.com/SydScienceFest/status/631745381387276288,Demonstrating that the melting point of latex is hotter than the boiling point of water #ssf15 http://t.co/hvrIJcCthi,2015-08-13 08:33 +0000,164,6,0.036585366,1,0,0,,1,0,0,2,0,0,0,0,0,2,0,0
https://twitter.com/SydScienceFest/status/634873500109402112,This afternoon at the @maasmuseum we have a debate going on which scientific field is the weirdest! Come check it out #sydsciencefest,2015-08-21 23:43 +0000,223,8,0.035874439,3,0,1,,0,0,1,3,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/634285801459855360,They found 100 amino acids inside this meteorite.  They came from the furthest reaches of the Universe #sydsciencefest,2015-08-20 08:48 +0000,170,6,0.035294118,1,0,0,,0,0,0,5,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/633521229182308352,There's a geeky speed-meet with a bunch of scientists and writers for you to chat to at Customs House http://t.co/BkcT8mLm7d #sydsciencefest,2015-08-18 06:10 +0000,512,18,0.03515625,2,0,0,,2,6,1,7,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/705542074083348480,@jackie_randles @dieterhochuli @BiancaNogrady @TheAmyR @astrid_zeman Hi all  you can find info about SSF EOI here: https://t.co/JluLt35Onm,2016-03-03 23:55 +0000,257,9,0.035019455,1,1,2,4,1,3,0,1,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/633966689692987393,Good job  @KindaThinky. https://t.co/Q7RR2XemBC,2015-08-19 11:40 +0000,86,3,0.034883721,0,0,1,,0,2,0,0,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/675239395188953088,:( https://t.co/LVA0u8qqL7,2015-12-11 09:03 +0000,175,6,0.034285714,1,0,0,1,0,1,0,0,0,0,0,0,0,0,4,4
https://twitter.com/SydScienceFest/status/633970456039682048,That's it for @KindaThinky tonight! Massive shout-out to @auscicomm and @maasmuseum #kindathinky #sydsciencefest,2015-08-19 11:55 +0000,1197,41,0.034252297,5,0,6,,9,0,1,20,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/634296849524989952,We missed the landing site  then bounced four times.  Then landed in a crevice.  On it's side #sydsciencefest,2015-08-20 09:32 +0000,88,3,0.034090909,1,0,0,,0,0,1,1,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/634691575147204608,Hope everyone is looking forward to seeing @neiltyson for our sold-out event at the @HordernPavilion tomorrow night! #sydsciencefest,2015-08-21 11:40 +0000,59,2,0.033898305,0,0,0,,1,0,0,1,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/632697117585215488,Getting ready for another exciting day of @MakerFaireSYD #ssf15 http://t.co/jNMrwzCmpm,2015-08-15 23:35 +0000,59,2,0.033898305,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,0
https://twitter.com/SydScienceFest/status/711437154984062976,Oooooh! A scanning electron microscopy image of a micro patterned silk surface  taken by Konstantinos Tsioris https://t.co/Ic5266ewAQ,2016-03-20 06:20 +0000,298,10,0.033557047,0,0,2,2,1,0,0,1,0,0,0,0,0,0,6,6
https://twitter.com/SydScienceFest/status/685597966711808001,A hole lot of fear - understanding trypophobia | via @sciencealert https://t.co/9GdI5Bxocz https://t.co/sRvqCA2gjh,2016-01-08 23:04 +0000,179,6,0.033519553,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,5
https://twitter.com/SydScienceFest/status/632791702248386560,A massive shout-out to @Intelanz and @JaycarAU for helping to make @MakerFaireSYD happen #ssf15 (also Chip the robot) http://t.co/qHxOnL1gtK,2015-08-16 05:51 +0000,1137,38,0.033421284,7,1,5,,2,1,1,9,0,0,0,0,0,12,0,0
https://twitter.com/SydScienceFest/status/631995233291505664,Incredibly packed theatre for MP #ssf15 http://t.co/b64DNE2nEi,2015-08-14 01:06 +0000,60,2,0.033333333,0,0,1,,0,0,0,0,0,0,0,0,0,1,0,0
https://twitter.com/SydScienceFest/status/632764030529069056,We have over a week of awesome more events coming up  including @swfoto from @NatGeo  tonight at the @SydOperaHouse! #ssf15,2015-08-16 04:01 +0000,90,3,0.033333333,0,0,1,,1,0,0,1,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/664593494732750848,#tb to Explode it with Science at this year's festival. Footage courtesy of co-exploders @FizzicsEd https://t.co/6eKBh7zTwq,2015-11-12 00:00 +0000,270,9,0.033333333,1,0,3,4,3,0,0,0,0,0,0,0,0,0,14,2
https://twitter.com/SydScienceFest/status/706015540268146688,Marie and Pierre Curie | by @beatonna https://t.co/8mZ1kbAbyw,2016-03-05 07:16 +0000,211,7,0.033175355,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,6
https://twitter.com/SydScienceFest/status/633205554492510208,DK: The fundamental problem is that we do not see  like some other societies do  education as an investment in the future  #sydsciencefest,2015-08-17 09:15 +0000,151,5,0.033112583,1,0,3,,0,0,0,1,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/634969755292536832,"'We need chemistry to pick up where evolution left off"" #sydsciencefest",2015-08-22 06:06 +0000,121,4,0.033057851,0,0,1,,0,0,1,2,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/668930532802240513,Adventures in DNA sequencing | via @TakeHomeMessage https://t.co/k4zKdOSQVG https://t.co/oAAxl8fRIo,2015-11-23 23:14 +0000,91,3,0.032967033,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1
https://twitter.com/SydScienceFest/status/632870441967710208,Getting everyone to do the #5forBigCats at the @SydOperaHouse http://t.co/rmydkldNGG,2015-08-16 11:04 +0000,1002,33,0.032934132,2,0,3,,2,7,2,5,0,0,0,0,0,12,0,0
https://twitter.com/SydScienceFest/status/633558013148684288,The first speaker tonight is Dr Maurizio Labbate and he's talking specifically about antibiotic resistance #sydsciencefest,2015-08-18 08:36 +0000,152,5,0.032894737,1,0,2,,0,0,0,2,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/666058993358409728,Don't forget! You can see the International Space Station over Sydney tonight at 9:45pm. Look SSW at about 40 degrees.,2015-11-16 01:03 +0000,122,4,0.032786885,2,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/631747704956194816,That is a seriously packed house for some physics experiments #ssf15 http://t.co/exsNVXugm0,2015-08-13 08:42 +0000,1483,48,0.032366824,3,1,2,,3,7,0,11,0,0,0,0,0,21,0,0
https://twitter.com/SydScienceFest/status/712397220553891840,Mosman Council invites you to help research the Water Dragons of Sydney Harbour! https://t.co/QlrJn5SpLQ https://t.co/iNKMbK7HVc,2016-03-22 21:55 +0000,558,18,0.032258065,2,0,5,7,1,4,0,3,0,0,0,1,0,0,2,2
https://twitter.com/SydScienceFest/status/632117917170057216,Cue Edison who was keen to do it. @KenSilburn assures the takeaway msg is execution motivated electricity research  but Edison was a jerk,2015-08-14 09:13 +0000,94,3,0.031914894,0,0,1,,0,0,0,2,0,0,0,0,0,0,0,0
https://twitter.com/SydScienceFest/status/667588809719070721,This wristband lets you shoot fireballs from your bare hands. I'll take ten  thanks | via @DigitalTrends https://t.co/kzITiZp7fg,2015-11-20 06:22 +0000,94,3,0.031914894,0,1,1,2,1,0,0,0,0,0,0,0,0,0,0,0
