Source (A)	Source (B)	Source (C)	Analytic	Clout	Authentic	Tone	WPS	Sixltr	posemo	negemo	anx	anger	sad	insight	cause	discrep	tentat	certain	differ	see	hear	feel	affiliation	achieve	power	reward	risk	swear	netspeak	assent	nonflu	filler	QMark	Exclam
WH: There was a point where the craft got so far away from the sun  that it couldn't get enough energy #sydsciencefest	HER	has_no_media	56.58	32.48	31.94	94.75	22.00	9.09	4.55	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
For the #ssf15 talk tonight on a sustainable Sydney and renewable energy  follow @GSAForum  https://t.co/WiT4392gPl	HER	has_no_media	99.00	70.08	19.27	97.58	19.00	26.32	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26	0.00	0.00	0.00	0.00	0.00
@valarie_austin Hi Valerie  design is absolutely an important part of science communication. Do you have specific feedback on our design? :)	HER	has_no_media	68.79	99.00	1.00	99.00	7.33	36.36	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	13.64	0.00	4.55	0.00	0.00	0.00	4.55	4.55	0.00	0.00	4.55	0.00
The Conversation Machine: Sydney Uni's @njenfield gives a talk on our ability to talk |https://t.co/V92SoOlipQ https://t.co/maSIFXrIy4	HER	has_photo	99.00	99.00	1.00	25.77	24.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	4.17	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00
Demonstrating that the melting point of latex is hotter than the boiling point of water #ssf15 http://t.co/hvrIJcCthi	HER	has_photo	99.00	31.71	13.15	25.77	21.00	19.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00
This afternoon at the @maasmuseum we have a debate going on which scientific field is the weirdest! Come check it out #sydsciencefest	HER	has_no_media	92.84	91.35	85.21	1.00	11.00	22.73	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55
They found 100 amino acids inside this meteorite.  They came from the furthest reaches of the Universe #sydsciencefest	HER	has_no_media	98.75	86.68	58.07	25.77	9.00	27.78	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
There's a geeky speed-meet with a bunch of scientists and writers for you to chat to at Customs House http://t.co/BkcT8mLm7d #sydsciencefest	HER	has_no_media	99.00	87.57	1.40	1.00	26.00	19.23	0.00	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	3.85	3.85	0.00	0.00	0.00	0.00	0.00
@jackie_randles @dieterhochuli @BiancaNogrady @TheAmyR @astrid_zeman Hi all  you can find info about SSF EOI here: https://t.co/JluLt35Onm	HER	has_no_media	68.79	91.35	2.40	25.77	22.00	22.73	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00
Good job  @KindaThinky. https://t.co/Q7RR2XemBC	HER	has_no_media	92.84	50.00	1.00	99.00	4.00	25.00	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	12.50	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00
:( https://t.co/LVA0u8qqL7	HER	has_photo	92.84	50.00	1.00	1.00	6.00	16.67	0.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	33.33	0.00	0.00	0.00	0.00	0.00
That's it for @KindaThinky tonight! Massive shout-out to @auscicomm and @maasmuseum #kindathinky #sydsciencefest	HER	has_no_media	83.00	50.00	52.86	25.77	7.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14
We missed the landing site  then bounced four times.  Then landed in a crevice.  On it's side #sydsciencefest	HER	has_no_media	85.72	86.68	99.00	1.00	6.00	22.22	0.00	5.56	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Hope everyone is looking forward to seeing @neiltyson for our sold-out event at the @HordernPavilion tomorrow night! #sydsciencefest	HER	has_no_media	98.60	94.27	81.22	97.58	9.50	36.84	5.26	0.00	0.00	0.00	0.00	0.00	0.00	5.26	5.26	5.26	0.00	10.53	0.00	0.00	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26
Getting ready for another exciting day of @MakerFaireSYD #ssf15 http://t.co/jNMrwzCmpm	HER	has_photo	97.54	50.00	1.06	99.00	14.00	35.71	14.29	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00
Oooooh! A scanning electron microscopy image of a micro patterned silk surface  taken by Konstantinos Tsioris https://t.co/Ic5266ewAQ	HER	has_photo	99.00	50.00	1.00	25.77	10.50	38.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.52	0.00	4.76	0.00	0.00	0.00	4.76	0.00	0.00	9.52	0.00	0.00	0.00	0.00	4.76
A hole lot of fear - understanding trypophobia | via @sciencealert https://t.co/9GdI5Bxocz https://t.co/sRvqCA2gjh	HER	has_photo	99.00	50.00	15.86	1.00	20.00	20.00	0.00	5.00	5.00	0.00	0.00	5.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00
A massive shout-out to @Intelanz and @JaycarAU for helping to make @MakerFaireSYD happen #ssf15 (also Chip the robot) http://t.co/qHxOnL1gtK	HER	has_photo	99.00	66.17	1.79	92.40	24.00	25.00	4.17	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	4.17	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00
Incredibly packed theatre for MP #ssf15 http://t.co/b64DNE2nEi	HER	has_photo	98.22	50.00	1.00	25.77	11.00	27.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00
We have over a week of awesome more events coming up  including @swfoto from @NatGeo  tonight at the @SydOperaHouse! #ssf15	HER	has_no_media	99.00	84.14	93.30	96.76	10.00	20.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	10.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	5.00
#tb to Explode it with Science at this year's festival. Footage courtesy of co-exploders @FizzicsEd https://t.co/6eKBh7zTwq	HER	has_video	98.22	50.00	1.00	94.75	11.00	31.82	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00
Marie and Pierre Curie | by @beatonna https://t.co/8mZ1kbAbyw	HER	has_photo	92.84	50.00	1.00	25.77	12.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00
DK: The fundamental problem is that we do not see  like some other societies do  education as an investment in the future  #sydsciencefest	HER	has_no_media	80.03	50.00	9.25	1.00	23.00	26.09	0.00	4.35	0.00	0.00	0.00	0.00	0.00	4.35	4.35	4.35	8.70	4.35	0.00	0.00	4.35	0.00	4.35	0.00	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00
"'We need chemistry to pick up where evolution left off"" #sydsciencefest"	HER	has_no_media	98.22	96.52	85.21	25.77	11.00	27.27	0.00	0.00	0.00	0.00	0.00	0.00	9.09	9.09	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Adventures in DNA sequencing | via @TakeHomeMessage https://t.co/k4zKdOSQVG https://t.co/oAAxl8fRIo	HER	has_photo	99.00	50.00	35.37	99.00	16.00	31.25	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	12.50	0.00	0.00	0.00	0.00	0.00
Getting everyone to do the #5forBigCats at the @SydOperaHouse http://t.co/rmydkldNGG	HER	has_photo	99.00	76.25	1.06	25.77	14.00	35.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00
The first speaker tonight is Dr Maurizio Labbate and he's talking specifically about antibiotic resistance #sydsciencefest	HER	has_no_media	37.39	89.42	1.00	25.77	16.00	56.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	6.25	0.00	0.00	6.25	12.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Don't forget! You can see the International Space Station over Sydney tonight at 9:45pm. Look SSW at about 40 degrees.	HER	has_no_media	92.84	68.29	89.63	25.77	7.00	19.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.52	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76
That is a seriously packed house for some physics experiments #ssf15 http://t.co/exsNVXugm0	HER	has_photo	84.57	50.00	1.00	1.00	16.00	25.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00
Mosman Council invites you to help research the Water Dragons of Sydney Harbour! https://t.co/QlrJn5SpLQ https://t.co/iNKMbK7HVc	HER	has_photo	98.12	95.89	1.00	25.77	11.50	30.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	4.35	0.00	0.00	0.00	8.70	0.00	0.00	0.00	0.00	4.35
Cue Edison who was keen to do it. @KenSilburn assures the takeaway msg is execution motivated electricity research  but Edison was a jerk	HER	has_no_media	58.77	50.00	2.02	93.61	11.50	30.43	8.70	4.35	0.00	4.35	0.00	4.35	4.35	0.00	0.00	4.35	4.35	0.00	0.00	0.00	4.35	4.35	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	0.00
This wristband lets you shoot fireballs from your bare hands. I'll take ten  thanks | via @DigitalTrends https://t.co/kzITiZp7fg	HER	has_no_media	54.14	99.00	2.82	95.81	10.50	19.05	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	4.76	0.00	0.00	4.76	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00
In space  no-one can hear you ask for seconds | a black nebula cake by @sprinklebakes https://t.co/dgXO3iGHfj https://t.co/BB3uaoDTqu	HER	has_photo	95.89	87.57	5.76	25.77	26.00	15.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.85	3.85	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00
.@josiendebie arguing in that previous round! #sydsciencefest http://t.co/zRt25OcyF3	HER	has_photo	92.84	79.76	23.51	1.00	6.00	41.67	0.00	8.33	0.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	8.33
SB: They say red wine is good.  Well  to get the right amount of the compound you need to drink like 30 L #sydsciencefest #kindathinky	HER	has_no_media	97.89	94.50	1.00	99.00	12.50	12.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	4.00	4.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00
Drop into the @GarvanInstitute to hear a talk on DNA  genes and what it can tell you about yourself today as well! http://t.co/stW4kwi83z	HER	has_no_media	82.52	99.00	15.12	88.52	13.50	11.11	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.70	0.00	3.70	0.00	0.00	3.70
Live in Sydney? Why not contribute to this bird-related science survey for @Sydney_Uni? https://t.co/zZXJCtsV6D https://t.co/oJDa7HZvoJ	HER	has_photo	92.84	34.44	6.70	25.77	8.33	20.00	0.00	0.00	0.00	0.00	0.00	4.00	4.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	4.00	0.00	8.00	0.00
There's a taste of science speed meet tonight  but there's a geeky speed date coming up #ssf15 http://t.co/BkcT8mLm7d http://t.co/sfx2a3UYID	HER	has_photo	88.48	50.00	79.42	1.00	27.00	14.81	0.00	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.70	0.00	0.00	0.00	3.70	0.00	3.70	0.00	0.00	3.70	7.41	0.00	0.00	0.00	0.00	0.00
Reminder this is on tomorrow!! #ssf15 https://t.co/J3ZtcZfTCV	HER	has_no_media	79.25	50.00	31.94	25.77	5.50	27.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	18.18
More like 100 yes of yes please https://t.co/MzSyW01E8T	HER	has_no_media	99.00	50.00	1.00	99.00	12.00	8.33	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	16.67	0.00	0.00	0.00	0.00
We're hugely excited and a teensy bit scared for the new science magazine @undarkmag - and you should be too https://t.co/w2QAgcb0W0	HER	has_photo	60.80	95.20	1.00	25.77	24.00	20.83	4.17	4.17	4.17	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	4.17	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00
Hey  that's our banner next to award-winning @KindaThinky! Congratulations! (Will you share it with us?) https://t.co/twmwUcHlVs	HER	has_no_media	40.66	99.00	1.00	99.00	5.25	19.05	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	9.52	4.76	9.52	0.00	0.00	4.76	0.00	0.00	0.00	4.76	9.52
Sydney Science Festival is back in 2016  and Expressions of Interest are LIVE! Apply now: https://t.co/MMj8D7yyTh https://t.co/nDxbPEzgms	HER	has_photo	72.80	65.56	6.70	99.00	12.50	24.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	4.00
Finishing up for today after an amazing panel on women in STEM. Shout-out to @equity_UTS and @WomenSciAUST for putting it on #sydsciencefest	HER	has_no_media	99.00	79.76	99.00	92.40	12.00	20.83	4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Tickets go on sale today to see Cpt. Gene Cernan  last man on the moon  in Sydney in May | https://t.co/KfPP4kINiM https://t.co/9MkfTABbcw	HER	has_photo	99.00	63.49	69.96	25.77	14.50	10.34	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.45	0.00	0.00	3.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.90	0.00	0.00	0.00	0.00	0.00
Don't forget tomorrow night's astrotalk at @sydneyobs: Unicorns  Gargoyles and Black Holes | https://t.co/ekef78eeLq https://t.co/ViwDq341pq	HER	has_photo	79.25	32.48	11.00	25.77	22.00	31.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	0.00	0.00	0.00	0.00	0.00
".@lisaharveysmith ""I will tell you why astronomy sucks.  Astronomy is a gateway drug"" #sydsciencefest"	HER	has_no_media	28.22	76.25	13.15	1.00	7.00	35.71	0.00	7.14	0.00	7.14	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00
Do we have any volunteers to be electrocuted?  @KenSilburn asks while 'The Imperial March' plays ominously in the background #ssf15	HER	has_no_media	67.14	97.14	2.82	95.81	10.50	28.57	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00
Not sure how to work your telescope? Bring it to @sydneyobs on May 14 for a helping hand | https://t.co/Nd30iB8iMW https://t.co/VldRHorXda	HER	has_photo	88.66	63.97	4.35	99.00	14.00	17.86	7.14	0.00	0.00	0.00	0.00	0.00	3.57	0.00	3.57	3.57	3.57	0.00	0.00	3.57	0.00	3.57	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	3.57	0.00
Ever wanted to make music from a hacked gameboy? #ssf15 @MakerFaireSYD http://t.co/qv3wIXKALp	HER	has_photo	99.00	73.40	1.00	25.77	8.00	18.75	0.00	0.00	0.00	0.00	0.00	0.00	12.50	6.25	0.00	6.25	0.00	0.00	6.25	0.00	6.25	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	6.25	0.00
Tonight at the @HordernPavilion we have @neiltyson!! Opened by @lisaharveysmith  and hosted by @veritasium http://t.co/BNtRpOjY9A	HER	has_photo	96.69	85.38	19.27	25.77	9.50	31.58	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26	0.00	0.00	0.00	0.00	0.00	5.26	0.00	0.00	0.00	0.00	10.53
Massive turnout for day 2 of @MakerFaireSYD http://t.co/Sr1fbCMlIX	HER	has_photo	99.00	50.00	23.51	25.77	12.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00
These photos of #Pluto are the sharpest ever  and they are gor-geous! | via @Nasa https://t.co/12mgzPFtc9	HER	has_video	67.14	68.29	2.82	25.77	10.50	9.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	4.76	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	4.76
Gene Cernan  the last man on the moon  is speaking in Sydney soon - grab your tickets now! | https://t.co/EfN6ljMKge https://t.co/ZrVELqFYcB	HER	has_photo	92.84	93.07	33.94	25.77	13.50	14.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	3.70	3.70	0.00	0.00	0.00	0.00	0.00	0.00	7.41	0.00	0.00	0.00	0.00	3.70
The first hit on Google for excessive  was excessive sweating.  Nice.  #sydsciencefest #kindathinky	HER	has_no_media	99.00	50.00	17.46	99.00	4.33	38.46	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Random debate: is Schrodingers Cat dead or alive? @peter_rohde is arguing DEAD #sydsciencefest	HER	has_no_media	47.35	76.25	1.06	1.00	7.00	21.43	0.00	7.14	0.00	7.14	0.00	0.00	0.00	0.00	14.29	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00
Even @TurnbullMalcolm is getting into the spirit of #natsciwk.  Good on ya  Malcolm. https://t.co/63vUet8FYP	HER	has_no_media	96.69	85.38	4.05	97.58	6.33	21.05	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.53	0.00	0.00	10.53	0.00	0.00	0.00	0.00	0.00
New phase of carbon found  makes diamonds at room temperature. Not a James Bond plot. https://t.co/Qz1ROGIRFI https://t.co/i3NzuAGUEp	HER	has_photo	97.89	21.18	43.37	25.77	8.33	16.00	0.00	0.00	0.00	0.00	0.00	4.00	4.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00
"DK: It was James who started this whole thing by saying that we ""are not making use of our mental abilities"" #ssf15 #askdrkarl"	LER	has_no_media	15.38	95.89	2.02	25.77	23.00	13.04	0.00	0.00	0.00	0.00	0.00	0.00	8.70	0.00	0.00	0.00	4.35	0.00	4.35	0.00	8.70	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KS is discussing the different ways people can reject peer-reviewed #opensciecne. Eg anti-vaxxers  qualms with polio vaccine etc #ssf15	LER	has_no_media	92.84	68.29	1.00	1.00	10.50	28.57	0.00	4.76	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Moving onto rhinos now #ssf15	LER	has_no_media	92.84	50.00	99.00	25.77	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SW then decided to pick the next  most difficult big cat to find - SNOW LEOPARDS. #ssf15	LER	has_no_media	99.00	50.00	95.60	1.00	8.00	18.75	0.00	6.25	0.00	0.00	0.00	12.50	6.25	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Then one night  he heard the floorboards creaking  the stairs creaking and sniffing at his head. #ssf15	LER	has_no_media	85.18	96.11	28.81	25.77	8.50	23.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
MP is speaking about her initial problems in school suffering from dyslexia  never had confidence in herself #ssf15	LER	has_no_media	60.80	86.68	1.00	1.00	18.00	38.89	5.56	11.11	0.00	0.00	5.56	0.00	0.00	5.56	0.00	11.11	0.00	0.00	5.56	0.00	0.00	5.56	5.56	5.56	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00
UD: Playing around with things  time flexibility. Just being able to make my own schedule. #sydsciencefest	LER	has_no_media	71.61	26.60	74.76	99.00	5.33	25.00	12.50	0.00	0.00	0.00	0.00	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KS: Tesla's work and ideas were so new and revolutionary that it was difficult to believe he was human #ssf15	LER	has_no_media	4.01	84.14	3.37	1.00	20.00	15.00	0.00	5.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	5.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
CL agrees  saying that it's great to have so much independence in your career #sydsciencefest	LER	has_no_media	17.96	97.69	1.00	99.00	15.00	13.33	13.33	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
The act of going through a doorway changes your perception of threats in a different environment #ssf15	LER	has_no_media	99.00	72.17	99.00	1.00	17.00	41.18	0.00	5.88	5.88	5.88	0.00	5.88	5.88	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00	5.88	0.00	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00
JB: Which means Med needs to focus less on humans being a male default in medical research and start studying differences #sydsciencefest	LER	has_no_media	96.29	67.52	31.94	25.77	22.00	27.27	0.00	0.00	0.00	0.00	0.00	4.55	0.00	4.55	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Quick break for pizza and beer then more EXCESS #sydsciencefest #kindathinky	LER	has_no_media	79.25	50.00	85.21	25.77	11.00	18.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Punishment does not work as well as parents think it does #sydsciencefest	LER	has_no_media	6.55	20.24	23.51	25.77	12.00	25.00	8.33	8.33	0.00	8.33	0.00	8.33	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	8.33	8.33	8.33	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00
For the pre chat  Dr Karl just explained how the Apple logo got its 'bite' #ssf15	LER	has_no_media	84.57	89.42	1.00	25.77	16.00	6.25	0.00	0.00	0.00	0.00	0.00	6.25	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.25	0.00	6.25	6.25	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Apparently in all the decades @NatGeo was in print  they had never done anything on the 3rd biggest cat in the world. It was too hard #ssf15	LER	has_no_media	65.78	50.00	92.47	25.77	13.50	14.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.41	7.41	0.00	0.00	0.00	3.70	0.00	0.00	3.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
SW: Im going to take you on a trip with these four cats; Jaguars  Snow Leopards  Cougars and Tigers #ssf15	LER	has_no_media	86.59	69.14	43.37	25.77	20.00	15.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
