rbcvtheo,637076282547679233,Fri Aug 28 01:36:36 +0000 2015,964,509,64,0,RT @TXSTUniversity: One day you'll wake up at 10:30 AM on a Sunday with the love of your life and you'll make some pancakes and coffee and …
MichelBrunet72,637076281599918084,Fri Aug 28 01:36:36 +0000 2015,557,656,2,0,RT @R2Des2: First pumpkin spice coffee of the year 😍 cameo by @yayahan 😘 https://t.co/IufOHS7nIV
VenuShade,637076275966922753,Fri Aug 28 01:36:35 +0000 2015,209,256,0,0,gonna make a coffee/Wawa run at 930 pm &gt;.&gt; good thing Wawa and my Dunkin are open 24 hours
RouxgarouLSU,637076263677620224,Fri Aug 28 01:36:32 +0000 2015,400,459,0,0,@dbbm52 I can wake up and smell the coffee. In Brazil. My wife once asked me to hide a roll of nickles in my nostrils.
todd_kirk,637076263589519362,Fri Aug 28 01:36:32 +0000 2015,236,248,0,0,This pot of coffee his on point right now! #2ndCup
Trevenclaw,637076260104110080,Fri Aug 28 01:36:31 +0000 2015,193,357,0,0,My roommates have been wiping their ass with COFFEE FILTERS because they are too lazy to walk around the corner to Rite Aid. KILL ME NOW.
adcock_kenzie,637076251874734080,Fri Aug 28 01:36:29 +0000 2015,1206,807,0,0,@brockstewarttt coffee is the greatest thing ever made tho
XPurpleSparkles,637076251849584640,Fri Aug 28 01:36:29 +0000 2015,325,571,1,0,RT @CharityVance: Coffee dates at 9 PM
thesheakirby,637076251233005569,Fri Aug 28 01:36:29 +0000 2015,881,273,1,1,you deserve the person who wants to be w you over coffee after a bad day when you look like shit not at 3am cause he's lonely in bed
tsumBucket,637076249484111872,Fri Aug 28 01:36:28 +0000 2015,465,681,0,0,Okay  going easy on the coffee. http://t.co/pKMxaZDFik
_stephaaniieek,637076245545488384,Fri Aug 28 01:36:27 +0000 2015,638,213,0,0,Need iced coffee so bad
oceanwatcher28,637076240218755073,Fri Aug 28 01:36:26 +0000 2015,203,648,0,0,Check out Garfield Odie Enesco Vintage Coffee Cup Mug 1988  http://t.co/EZdsZg5Yj8 via @eBay
JimJimsonLoL,637076235902816256,Fri Aug 28 01:36:25 +0000 2015,4,24,0,0,Bob is a Bad Person //Coffee Quest https://t.co/sgeuGiyV1U via @YouTube
jesskinss,637076229707857922,Fri Aug 28 01:36:24 +0000 2015,550,333,1,0,RT @gabbieelisbeth_: I want iced coffee
DaddyisBest,637076227438866432,Fri Aug 28 01:36:23 +0000 2015,2204,2013,1,0,RT @Ginaschreck: @BruceSallan Me too! Going out  even for dinner  drinks or coffee after dinner at home just makes it nicer--time to escape…
BillieDenaea,637076224150409216,Fri Aug 28 01:36:22 +0000 2015,25,444,0,0,After my sixth cup of coffee  I feel like Mario after he gets one of those bouncing  flashing stars.
krisy__amendola,637076215057240064,Fri Aug 28 01:36:20 +0000 2015,362,191,0,0,Someone reach coffee time😂
kathyychunii,637076214193221632,Fri Aug 28 01:36:20 +0000 2015,278,370,0,0,She has a real fit when I use coffee mugs to drink my juice in 😒😒😒😒
SiriuslyKFC,637076213815750657,Fri Aug 28 01:36:20 +0000 2015,121,117,121,0,RT @AverageGoal: Just brewed a cup of coffee from my house  maybe someday i'll be able to go to Starbucks once a week😍😍
JewelryBoxStash,637076212389572609,Fri Aug 28 01:36:19 +0000 2015,48,37,11,0,RT @JJCrochets: Crochet Coffee #CupCozy Royal Blue and by TheCrochetShoppeUSA http://t.co/cOrRrcuQ2r via @Etsy #craftysellers #shoppershour…
powerdudes,637076209298374656,Fri Aug 28 01:36:19 +0000 2015,22,88,0,0,Gunmen fire at Anthony Taberna’s coffee shop http://t.co/EWVidd6zue
LuvtoDream86,637076206391656448,Fri Aug 28 01:36:18 +0000 2015,939,1997,0,0,Win a FREE Grinder + Month Bean Box Coffee in @beanboxcoffee's Sip &amp; Grind Giveaway! Enter here:  http://t.co/i4Vxo4EPHE
Itsnyemiahsilly,637076199655604225,Fri Aug 28 01:36:16 +0000 2015,603,737,0,0,today I basically tripped going down the stairs in front of the coffee shop
biscuitshoney,637076190579302400,Fri Aug 28 01:36:14 +0000 2015,1313,1697,0,0,Dinner  coffee  glass of milk snd oreo binge! My Moodstruck Lip Liner is still going strong!… https://t.co/1lTOPvPbpS
runawaycow,637076190193315840,Fri Aug 28 01:36:14 +0000 2015,619,693,12,0,RT @theawkwardyeti: two days in a row for me...although I did drink a lot of coffee http://t.co/H5rDkWdTns
sp00kyslut,637076185738969088,Fri Aug 28 01:36:13 +0000 2015,320,202,0,0,Go on a coffee rush date w me plz
VirgiGzlz,637076178587795456,Fri Aug 28 01:36:11 +0000 2015,245,608,12,0,RT @theawkwardyeti: two days in a row for me...although I did drink a lot of coffee http://t.co/H5rDkWdTns
anholomb,637076175915888640,Fri Aug 28 01:36:11 +0000 2015,287,330,1,0,RT @reagennn: i need like 8 pounds of coffee
tonykruy,637076175177650177,Fri Aug 28 01:36:11 +0000 2015,224,152,121,0,RT @AverageGoal: Just brewed a cup of coffee from my house  maybe someday i'll be able to go to Starbucks once a week😍😍
XFilesFanaticus,637076169888808960,Fri Aug 28 01:36:09 +0000 2015,32754,11541,0,0,YSL Black Opium has notes of coffee  jasmine &amp; vanilla. Win it on twitter! To enter  RT &amp; follow @davelackie #loveysl http://t.co/bA4GxcrCj5
_NeoKeoLR_,637076169284784128,Fri Aug 28 01:36:09 +0000 2015,78,85,20,0,RT @vixxtype: Leo the type to have a blog full of cute pastel aesthetic telling people to go away with cute kitten gifs and coffee art.
CraveNorth,637076168387207168,Fri Aug 28 01:36:09 +0000 2015,141,167,1,0,RT @Crave_Tupelo: Last weekend for Margaritaville!! Other specials; Oreo Avalanche  Whiskey Caramel Iced Coffee  and… https://t.co/KS2voYns…
THW_videos,637076168081047552,Fri Aug 28 01:36:09 +0000 2015,147,72,0,0,Standard Coffee: benefits of People Assessments http://t.co/J8cB9LyzJ1 #testimonial #thwrn @PeopleAssmnts
YayaHan,637076168055910401,Fri Aug 28 01:36:09 +0000 2015,129300,830,2,0,RT @R2Des2: First pumpkin spice coffee of the year 😍 cameo by @yayahan 😘 https://t.co/IufOHS7nIV
stance1701,637076161940467712,Fri Aug 28 01:36:07 +0000 2015,15,45,7,0,RT @RuthyBell23: Hello darlings  Happy #TBThursday @SalleeTart @Ibelieveinsam @ballygrant @Requires_coffee @SPN_France @ghuie http://t.co/b…
OregonHwy101,637076157301567489,Fri Aug 28 01:36:06 +0000 2015,4840,5308,19,0,RT @OreCstLighthous: At The Garibaldi House  each suite or room is equipped with a refrigerator  microwave oven  coffee maker  hairdryer. h…
kateAdeline,637076154210484224,Fri Aug 28 01:36:06 +0000 2015,370,297,0,0,Coffee fucked up my stomach. nice
AwkwardlEsocial,637076152100761600,Fri Aug 28 01:36:05 +0000 2015,275,498,0,0,#Thermos Vacuum Insulated Pump Pot Coffee Drink Hot Cold 2 qt Push Button Silver #Thermos http://t.co/RIDX9YjW5l via @eBay #coffee
KelseyDrabsch13,637076152029474816,Fri Aug 28 01:36:05 +0000 2015,60,371,51,0,RT @TomJWilliams92: COFFEE!! COFFEE! I NEED COFFEE! 😲
alibear967,637076149969903616,Fri Aug 28 01:36:05 +0000 2015,206,340,166,0,RT @TheFunnyWorId: My coffee shop knows what's up... http://t.co/DnjRCZwt92
ghita13_,637076144999694336,Fri Aug 28 01:36:03 +0000 2015,37,38,0,0,hot chocolate  RT @KenanganIndahmu : #Lembata HotChocolate or Coffee ?
yfomso,637076144324517888,Fri Aug 28 01:36:03 +0000 2015,17,0,0,0,A sandwich bite  a coffee sip and a good @ecomso read on entrepreneurship and start-ups ;9
trifoldroasters,637076140096512005,Fri Aug 28 01:36:02 +0000 2015,217,773,0,0,Lets care for El Salvador as we support them through coffee.   Check out our newest coffee from El Salvador - http://t.co/KTOc1h2f2F
BananaHannah_10,637076138993451013,Fri Aug 28 01:36:02 +0000 2015,462,390,1,0,RT @baileyj_clark: So excited for fall and football games and coffee and snuggling and cute clothes and pretty leaves and Halloween 🍂☁️🌛🌽☕️…
Alietorres_,637076138423025664,Fri Aug 28 01:36:02 +0000 2015,217,314,0,0,Someone bring me a hot chocolate or coffee or something!😪
Viva_Rocky,637076134837006339,Fri Aug 28 01:36:01 +0000 2015,333,175,0,0,Really wanna go to the Cars &amp; coffee Lehigh Valley event this Sunday !!
gabbieelisbeth_,637076129849802753,Fri Aug 28 01:36:00 +0000 2015,84,86,1,0,I want iced coffee
Abnormalgrosass,637076127027060736,Fri Aug 28 01:35:59 +0000 2015,820,561,0,0,Reaction used to crank that coffee shop
digitalco77ee,637076123692601345,Fri Aug 28 01:35:58 +0000 2015,6,40,0,0,Happy #tbt! Today I learn all about the history of computer monitors. Let's go! #podcast http://t.co/aBljJSylRJ http://t.co/Uzpf8fFO4F
JoinNow2013,637076122572824576,Fri Aug 28 01:35:58 +0000 2015,797,1998,0,0,"""Green Coffee Beans Review"" http://t.co/F0Nnr1jU6F"
JasonDiazSanto2,637076121092100096,Fri Aug 28 01:35:58 +0000 2015,6,22,14,0,RT @walterwhite_: Oh my god. That is the best coffee I've ever tasted! Why the hell are we making meth!
Nora_Rose7,637076116713414656,Fri Aug 28 01:35:57 +0000 2015,171,68,0,0,Coffee (@ Taste Buds) https://t.co/JSSJkwVSit
deegeemariegift,637076114922467328,Fri Aug 28 01:35:56 +0000 2015,5211,2390,0,0,#cat #cats #kitten #kittens #kitties #Starbucks #coffee #latte #icedtea .etsy.com/listing/245758259 #etsymntt #drinks http://t.co/ftw1rs7kaF
Consuming_Chaos,637076113391378432,Fri Aug 28 01:35:56 +0000 2015,58,274,166,0,RT @TheFunnyWorId: My coffee shop knows what's up... http://t.co/DnjRCZwt92
mtbkrdave,637076110526783488,Fri Aug 28 01:35:55 +0000 2015,223,151,0,0,If you're in #ROC  and you dig @meteorjs  get in touch! I'm trying to get a casual #MeteorJS coffee meetup going...
pipsolon,637076109050310656,Fri Aug 28 01:35:55 +0000 2015,14,172,33,0,RT @ConceptGrp: PHOTOS: Anthony Taberna's coffee shop attacked by gunmen | via @allangatus/ @dzbb http://t.co/75lHTiGepJ
tok3ahontas18,637076102536560640,Fri Aug 28 01:35:53 +0000 2015,47,109,0,0,Ugh. I need more coffee.
JeanOpieHughes,637076102519746561,Fri Aug 28 01:35:53 +0000 2015,9,77,1,0,RT @OpieRadio: This was my #Periscope from this morning: Beach Coffee https://t.co/22ivJYK9Ck … Probably will do another one tomorrow morni…
gigglesforjessy,637076100997349378,Fri Aug 28 01:35:53 +0000 2015,226,221,0,0,I get free coffee from Dunkin Donuts every Monday in September 🙌
elbiddulph,637076099634212864,Fri Aug 28 01:35:53 +0000 2015,1276,1119,0,0,An Old Story...With A New Twist! Coffee  Anyone? http://t.co/7fvtlNcGtD
prof_testoh,637076088284389376,Fri Aug 28 01:35:50 +0000 2015,34,49,48,0,RT @AnimeFunTimes: My new fav coffee shop http://t.co/zwdcZPhY9V
mvdisonrene,637076075676209152,Fri Aug 28 01:35:47 +0000 2015,417,360,0,0,only my 6th cup of coffee aaaah
JetsFanMedia,637076071377080320,Fri Aug 28 01:35:46 +0000 2015,3455,585,0,0,@zeusarts @e_man bite your tongue! Dunkin Donuts coffee is delicious...
kaylaaa4826,637076067031777280,Fri Aug 28 01:35:45 +0000 2015,1289,1341,0,0,If someone took me on a date to a coffee shop  I'd be so content
2chainaz,637076065937195012,Fri Aug 28 01:35:45 +0000 2015,96,77,121,0,RT @AverageGoal: Just brewed a cup of coffee from my house  maybe someday i'll be able to go to Starbucks once a week😍😍
pequenohao,637076065442263041,Fri Aug 28 01:35:44 +0000 2015,41,1852,0,0,Kitchen Renovations Melbourne - Free Coffee Machine With any New Kitchen in August http://t.co/R70Xe4KGg5
Ginaschreck,637076063311503360,Fri Aug 28 01:35:44 +0000 2015,66723,52167,1,1,@BruceSallan Me too! Going out  even for dinner  drinks or coffee after dinner at home just makes it nicer--time to escape.  #dadchat
peanutbuttcrcup,637076054931189760,Fri Aug 28 01:35:42 +0000 2015,1378,302,0,0,My coffee was so good. So good.
iamtheiamthat,637076053979213824,Fri Aug 28 01:35:42 +0000 2015,326,741,6,0,RT @ThoughtCatalog: Calling All Basics And Coffee-Lovers: Coffee Ice Cubes Are The Best Ever http://t.co/4POjJjS16p http://t.co/Ftr0h5QLMJ
natknight98,637076052683132928,Fri Aug 28 01:35:41 +0000 2015,105,109,0,0,coffee and Greys Anatomy👌🏿
teaesperanza,637076050086789120,Fri Aug 28 01:35:41 +0000 2015,469,386,0,1,@_Pure_Imagery and I discovered today that coffee isn't for me. 😂😋
RockysGirl1994,637076043510235136,Fri Aug 28 01:35:39 +0000 2015,440,1202,51,0,RT @TomJWilliams92: COFFEE!! COFFEE! I NEED COFFEE! 😲
TheChum15,637076042562314241,Fri Aug 28 01:35:39 +0000 2015,853,582,0,0,@Princesslisaa_ you said and look what happened to your coffee...
liamdaddyf,637076041790550020,Fri Aug 28 01:35:39 +0000 2015,2186,853,1,0,RT @FLOWLAVAH: Me too it's only 9:30 and I'm about to drink some coffee 😁😁😁😁 https://t.co/0qZB2JKIxS
Amazonstore12,637076041421467648,Fri Aug 28 01:35:39 +0000 2015,462,1997,0,0,Popeye | Coffee House | Cartoons 2015: http://t.co/9c1HwplpPY via @YouTube
jxdodd,637076040796377088,Fri Aug 28 01:35:39 +0000 2015,620,353,0,0,@jxdodd take me to cool boutiques/record stores/vegan restaurants/coffee shops/touristy bullshit/photogenic opportunities  thanks
cuppacoffeeMA,637076036086173696,Fri Aug 28 01:35:37 +0000 2015,1824,1890,0,0,@walshcaitlin time to try coffee so sweet. No sugar required?????
SKQUINTANILLA,637076033963823104,Fri Aug 28 01:35:37 +0000 2015,351,104,0,0,My hallway reeks of coffee ;-(
lyssa_who,637076025944346624,Fri Aug 28 01:35:35 +0000 2015,242,271,1,0,"RT @DiddlyBops: @lyssa_who WHEN I WAS YOUR AGE I NOT ONLY WAS THE ""COFFEE BITCH"" BUT I HAD TO MAKE THEIR DRINKS TO THE T OR ID BE FIRED!!! …"
QuinnMcCoy,637076024702967808,Fri Aug 28 01:35:35 +0000 2015,286,262,0,1,Drinking Starbucks after drinking 2 Alices coffee for weeks feels like being in an Italian family all your life &amp; then having a jar of Ragu.
ingo_ebooks,637076013218861056,Fri Aug 28 01:35:32 +0000 2015,72,72,0,0,not enough coffee
