Source (A)	Source (B)	Source (C)	Analytic	Clout	Authentic	Tone	WPS	Sixltr	posemo	negemo	anx	anger	sad	insight	cause	discrep	tentat	certain	differ	see	hear	feel	affiliation	achieve	power	reward	risk	swear	netspeak	assent	nonflu	filler	QMark	Exclam
Observations blog: Daily cosmobite: Achernar - If we extend a line through the main axis of the Southern Cross  Ac... http://t.co/sFRlEd9stT	LER	has_no_media	99.00	66.17	1.79	1.00	12.00	25.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00	4.17	4.17	0.00	4.17	0.00	0.00	4.17	4.17	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00
Winner of the Senior section Margaret Bradshaw with Mike from BINTEL  Beth : City Library. Thanks SOLIS ! @solis_syd http://t.co/NG0OVh6Z7P	LER	has_photo	99.00	50.00	9.25	99.00	7.67	21.74	8.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	8.70	4.35	0.00	0.00	4.35	0.00	0.00	0.00	0.00	4.35
Nocturnally Yours - a poem for Earth Hour and a beautiful preparation for the upcoming Lunar Eclipse on 15 April. http://t.co/KL6eygnaBm	HER	has_photo	99.00	79.76	23.51	92.40	12.00	25.00	4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00
#earthhour looking forward to the talk and telescope viewing tonight @solis_syd http://t.co/6LrKypuvHG	LER	has_photo	97.02	72.17	6.20	25.77	17.00	41.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00
Getting ready for our Earth Hour event by putting the telescope prizes from BINTEL #earthhour @wwf http://t.co/8wCO299TRE	LER	has_photo	99.00	81.84	31.94	99.00	22.00	18.18	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	4.55	0.00	9.09	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00
Hoping the clouds clear for #EarthHour tonight so we can see the wonders of the night sky from Sydney Observatory.	HER	has_no_media	98.46	84.14	15.86	96.76	20.00	20.00	5.00	0.00	0.00	0.00	0.00	5.00	0.00	5.00	10.00	5.00	0.00	10.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Observations blog: Daily cosmobite: Mercury first view anniversary http://t.co/jz3jxJpYID	HER	has_no_media	92.84	50.00	63.54	25.77	13.00	38.46	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	0.00
Observations blog: April 2014 night sky guide podcast  transcript and sky chart http://t.co/pmRZaqyYaC	HER	has_no_media	85.18	50.00	66.34	25.77	17.00	23.53	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00
Vikings' sunstones a navigation light › News in Science (ABC Science) http://t.co/Zsp8e8pbo0	HER	has_no_media	99.00	50.00	1.00	25.77	15.00	40.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00
Observations blog: Daily cosmobite: Canopus - This is the brightest star in the constellation of Carina the Keel a... http://t.co/yT4NYJVVNL	LER	has_no_media	99.00	50.00	2.02	25.77	11.50	26.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	0.00
@jamesposkett @WellcomeLibrary Fantastic! New research will likely come out of old manuscripts.	LER	has_no_media	97.77	50.00	94.81	99.00	6.50	46.15	15.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69
Observations blog: Daily cosmobite: Venus and the Moon - The bright planet Venus is high in the eastern sky in the... http://t.co/quqnDzC3gK	LER	has_no_media	99.00	50.00	69.14	91.14	12.50	16.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00
Observations blog: A tale of two equatorial sundials - Timber equatorial sundial by Renold M Sequeira and donated ... http://t.co/twXAUz03LW	LER	has_no_media	98.22	50.00	1.00	25.77	11.00	36.36	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00
Observations blog: Daily cosmobite: Regulus - This is the brightest star in the constellation of Leo the Lion. Ton... http://t.co/5CqSqsI4hk	LER	has_no_media	99.00	50.00	1.79	25.77	8.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00
@WomensColl looking forward to speaking about women in astronomy in Australia.	HER	has_no_media	99.00	99.00	85.21	25.77	11.00	54.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.09	9.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
@mars_stu @NASAJPL Charles Bolden in the Powerhouse Museum Mars yard with Melanie Morris @phthinkspace http://t.co/zq2iMepTMk	HER	has_photo	99.00	50.00	1.00	25.77	20.00	30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00
Observations blog: Daily cosmobite: Proxima Centauri - Alpha Centauri  the lower of the two pointers to the Southe... http://t.co/8lTTrGGMPe	LER	has_no_media	99.00	50.00	11.00	1.00	11.00	31.82	0.00	4.55	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00
Observations blog: Daily cosmobite: Alpha Centauri - This is the lower of the two pointer stars to the Southern Cr... http://t.co/53Yo8uuRSK	HER	has_no_media	98.98	50.00	6.70	1.00	12.50	20.00	0.00	4.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00
Look to the East to see the Red Planet rising  Stargazing with my iPad via @StarWalk app http://t.co/wPsP8FVp0g http://t.co/QP9yFZ8xaQ	HER	has_photo	99.00	35.54	15.12	25.77	27.00	14.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	11.11	0.00	0.00	0.00	0.00	0.00
Observations blog: Daily cosmobite: Saturn and the Moon - In the mornings before dawn the ringed planet Saturn is ... http://t.co/V1s5AF45oI	HER	has_no_media	99.00	50.00	27.39	25.77	11.50	17.39	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	0.00
Observations blog: Daily cosmobite: Queensland meteorite anniversary http://t.co/nZcmyfukkk	LER	has_no_media	92.84	50.00	23.51	25.77	12.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00
Observations blog: Signals from the beginning of the Universe http://t.co/dy2mZnrkWc	HER	has_no_media	99.00	50.00	13.15	25.77	14.00	35.71	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00
http://t.co/TkwvafpJrY	LER	has_no_media	92.84	50.00	1.00	25.77	5.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00
Observations blog: Daily cosmobite: Mars and the Moon - Over the last few months the red planet Mars has only been... http://t.co/oMENMM8ovt	HER	has_no_media	92.84	50.00	20.24	25.77	12.50	12.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00
@716Mark Hi  no photograph of Jupiter tonight  although the viewing was good before Moonrise. Thanks for your image!	LER	has_no_media	92.84	71.09	23.51	99.00	9.00	38.89	11.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56	16.67	0.00	0.00	5.56	0.00	0.00	5.56	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.56
Observations blog:  - 5-7pm   Tuesday 29 April  Experience a partial eclipse of the Sun at Sydney Observatory. - http://t.co/iNhKHiv3iq	HER	has_no_media	99.00	50.00	31.94	25.77	11.00	31.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00
Observations blog: 2014-04-15 Total Lunar eclipse - 5:15pm - 7:45pm   Tuesday 15 April  Experience a rare total ec... http://t.co/gJ41gdHIUt	HER	has_no_media	95.99	50.00	1.59	25.77	12.50	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00
We are offering Dreamtime Astronomy sessions regularly in the evening http://t.co/nsSL8OONqA	LER	has_no_media	83.85	97.69	43.37	25.77	15.00	46.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00
Observations blog: Daily cosmobite: Australian astronomer anniversary http://t.co/Eu7Ot9nJkU	LER	has_no_media	92.84	50.00	23.51	25.77	12.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00
@natgeotvau  Fantastic start! Loved the Cosmos Calendar. The Giordano Bruno story reminds us why Da Vinci  his contemporary  wrote in code.	HER	has_no_media	92.84	99.00	1.00	99.00	7.00	28.57	9.52	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	9.52	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	4.76
Flying on the Space ship of the imagination with Neil De Grasse Tyson @natgeotvau tonight	HER	has_no_media	99.00	50.00	98.01	25.77	15.00	20.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Storm cloud descends on Manly Beach  fantastic waves whipped up by wind http://t.co/A3DRni0SDz	HER	has_photo	99.00	72.17	28.81	98.87	17.00	23.53	5.88	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	0.00	0.00	0.00	5.88	0.00	0.00	0.00	0.00	0.00
Observations blog: Daily cosmobite: zodiac constellations - These are the constellations that the Sun passes throu... http://t.co/obDUzZ65pz	LER	has_no_media	86.59	50.00	15.86	25.77	10.00	25.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00
3D view of planetary system HATS-4 (via @ExoplanetApp). Found: another large fast planet outside the habitable zone. http://t.co/WlPuw4ocg9	HER	has_photo	99.00	50.00	54.89	25.77	7.67	26.09	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	0.00
@kellyannebailey lucky the sky cleared	LER	has_no_media	99.00	50.00	43.37	99.00	5.00	40.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
Houston  We're 'Live From Space': National Geographic to Go Live with Space Station 11am AEDT http://t.co/T1cpmEyLB3 via @SPACEdotcom	HER	has_no_media	99.00	81.84	61.34	25.77	22.00	27.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00
Observations blog: Daily cosmobite: happy birthday Albert! - The famous scientist Albert Einstein was born on 14 ... http://t.co/yd6j2ncSHo	HER	has_no_media	96.41	50.00	37.24	95.81	7.00	28.57	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	4.76
Observations blog: Daily cosmobite: Halley flyby anniversary http://t.co/m4ioEfztBO	LER	has_no_media	92.84	50.00	23.51	25.77	12.00	33.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00
Only a few more days to enter and win a telescope in 'Don't be afraid of the Dark' Poetry Competition http://t.co/W1ZBSW83AB have a look!	HER	has_no_media	98.55	50.00	3.81	25.77	29.00	10.34	3.45	3.45	3.45	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.90	0.00	0.00	0.00	6.90	6.90	3.45	0.00	0.00	3.45	0.00	0.00	0.00	0.00	3.45
Observations blog: Daily cosmobite: stars in the north - Facing north in the early evening we see Regulus to the r... http://t.co/xeRAiqcSgP	LER	has_no_media	99.00	78.82	87.83	25.77	12.50	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00	8.00	0.00	0.00	0.00	0.00	0.00
6am is a great time for Stargazing in March with my iPad via @StarWalk app http://t.co/wPsP8FVp0g http://t.co/vo0Kjpnfjj	HER	has_photo	98.98	34.44	43.37	91.14	25.00	16.00	4.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.00	0.00	0.00	12.00	0.00	0.00	0.00	0.00	0.00
Venus is bright in the Twilight. Look East! http://t.co/vs59s4o86x	HER	has_photo	97.77	50.00	17.46	99.00	4.33	15.38	7.69	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	15.38	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	7.69	0.00	0.00	0.00	0.00	7.69
@Cestsssss Thanks!	LER	has_no_media	92.84	50.00	1.00	99.00	2.00	50.00	50.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	50.00
Nasa's New Set Of 'Cosmos' Space Images Is Awesome!. Looking forward 7:30 Sun night in Australia http://t.co/uZaESrIcNS via @HuffPostUKTech	HER	has_no_media	98.02	50.00	91.31	92.40	12.00	25.00	4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.17	4.17	0.00	0.00	0.00	4.17
Observations blog: At the equinox the setting Sun moves along the horizon at a brisk pace http://t.co/MbVg2TQxn3	HER	has_no_media	99.00	50.00	37.24	25.77	21.00	23.81	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00
Observations blog: Daily cosmobite: French astronomer anniversary http://t.co/yWAtnaVtc9	LER	has_no_media	92.84	50.00	23.51	25.77	12.00	41.67	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00
@StellaThought Yes  held to a very modest telescope and eyepiece.	HER	has_no_media	92.84	50.00	1.00	25.77	10.00	30.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00
A 'lemony' Moon is the only way I can describe tonight's smart phone image. http://t.co/zhMJQhl8hs	HER	has_photo	76.19	50.00	19.27	97.58	9.50	15.79	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26	0.00	0.00	0.00	0.00	0.00
Go outside now to see magnificent Jupiter under Moon between the two Gemini twins like this: http://t.co/fa0P2Jqf1B	HER	has_photo	99.00	50.00	37.24	95.81	21.00	23.81	4.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00
Looking forward to safe Solar viewing today with schools. We should see some activity!	HER	has_no_media	92.84	92.33	1.06	99.00	7.00	35.71	7.14	0.00	0.00	0.00	0.00	0.00	0.00	7.14	7.14	0.00	0.00	21.43	0.00	0.00	7.14	0.00	0.00	0.00	7.14	0.00	0.00	0.00	0.00	0.00	0.00	7.14
Observations blog: Daily cosmobite: Jupiter and the Moon - The giant planet Jupiter is shining brightly in the nor... http://t.co/GPWXwugKko	HER	has_no_media	92.84	19.23	27.39	25.77	11.50	30.43	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	4.35	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.35	0.00	0.00	0.00	0.00	0.00
On 7 June  Sydney @michiokaku will try to unite four fundamental forces of nature into one ‘unified field theory’ http://t.co/pfZ0U02j2r .	HER	has_no_media	99.00	50.00	7.84	25.77	24.00	16.67	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	8.33	4.17	0.00	0.00	0.00	0.00	0.00	4.17	4.17	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00
@lottiethomp Hi  could it have been Jupiter?	LER	has_no_media	1.00	92.33	1.00	25.77	7.00	28.57	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	14.29	0.00
@KerrieDougherty presents little known 1920/30s Australian rocketeers inspired by science fiction on Monday  7:30pm http://t.co/oRNKLsHNMn	LER	has_no_media	98.33	50.00	68.01	95.81	21.00	38.10	4.76	0.00	0.00	0.00	0.00	9.52	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.76	0.00	0.00	0.00	0.00	0.00
Observations blog: Daily cosmobite: happy birthday Yuri! - Tomorrow is the anniversary of the birth of Soviet cosm... http://t.co/c11mMy7edj	LER	has_no_media	99.00	50.00	61.34	94.75	7.33	27.27	4.55	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	4.55
Great talk by Angel from the AAO at Seaforth Public School  passionate + interesting - find out more http://t.co/fDlUsSVCF4 @El_Lobo_Rayado	LER	has_no_media	99.00	79.76	7.84	99.00	24.00	16.67	12.50	0.00	0.00	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	0.00	4.17	0.00	0.00	0.00	0.00	0.00
Visiting Seaforth Public School's Space Gallery before I gave a talk on astronomy! Amazing. http://t.co/B4GVOIuhbG	HER	has_photo	98.60	94.27	81.22	97.58	6.33	36.84	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26	0.00	0.00	0.00	0.00	5.26
It's our planet!  Great Barrier Reef will be irreversibly damaged  says report http://t.co/pT6mUHLKaz via @abcnews	LER	has_no_media	48.42	94.27	1.00	25.77	9.50	26.32	5.26	5.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.26	0.00	5.26	0.00	0.00	5.26	0.00	0.00	5.26	0.00	0.00	0.00	0.00	5.26
Happy International Women's Day to all the women in astronomy astrhttp://www.tubechop.com/watch/1477531  http://t.co/0LWLW63pL0	HER	has_no_media	99.00	79.76	7.84	92.40	24.00	16.67	4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.17	0.00	4.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	8.33	0.00	0.00	0.00	0.00	0.00
Observations blog: Daily cosmobite: the Southern Cross - In the early evening the Southern Cross  the smallest con... http://t.co/iVIETlPnnb	LER	has_no_media	99.00	50.00	96.40	25.77	11.00	31.82	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	4.55	0.00	0.00	0.00	4.55	0.00	0.00	0.00	0.00	0.00
Wow what a great sunset for the teachers night at Sydney Observatory! http://t.co/2alMoiXGwO	HER	has_photo	99.00	50.00	28.81	99.00	8.50	17.65	11.76	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.88	5.88	0.00	0.00	5.88	0.00	0.00	0.00	0.00	5.88
Observations blog: The Return of ‘Cosmos’ with Neil deGrasse Tyson http://t.co/SH6bf01hFX	HER	has_no_media	99.00	50.00	1.00	25.77	15.00	20.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	6.67	0.00	0.00	0.00	0.00	0.00
